SampleID,SweepID,OriginalFullSweepID,Stage2RegionID,RunNumber,ET_s,SA_deg,FY_N,FZ_N,IA_deg,P_kPa,P_psi,V_kph,V_mph,FZ_State_N,Pressure_State_psi,IA_State_deg,Speed_State_mph,ConditionID,Routing,ModelName
24613,47,47,47,2,1973.328,-5.915,2185.7,1096.17,4.001,97.99,14.2122479205302,40.22,24.9915493517856,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24614,47,47,47,2,1973.338,-5.96,2200.17,1105.49,3.985,97.43,14.1310267873993,40.23,24.9977630637079,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24615,47,47,47,2,1973.348,-6.01,2212.16,1109.59,3.988,97.43,14.1310267873993,40.22,24.9915493517856,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24616,47,47,47,2,1973.358,-6.058,2216.41,1111.85,3.992,97.84,14.1904922598702,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24617,47,47,47,2,1973.368,-6.084,2216.42,1111.45,3.982,98.54,14.2920186762838,40.23,24.9977630637079,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24618,47,47,47,2,1973.378,-6.119,2211.18,1106.13,4.007,98.49,14.2847667893971,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24619,47,47,47,2,1973.388,-6.159,2206.53,1098.24,4.01,98.04,14.2194998074169,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24620,47,47,47,2,1973.398,-6.208,2205.02,1094.73,3.986,97.38,14.1237749005127,40.26,25.0164041994751,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24621,47,47,47,2,1973.408,-6.26,2204.85,1091.97,3.985,97.23,14.1020192398526,40.26,25.0164041994751,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24622,47,47,47,2,1973.418,-6.28,2209.57,1090.86,4.001,97.53,14.1455305611727,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24623,47,47,47,2,1973.428,-6.318,2215.27,1093.33,3.983,97.94,14.2049960336436,40.28,25.0288316233198,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24624,47,47,47,2,1973.438,-6.361,2227.44,1100.48,4.001,97.84,14.1904922598702,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24625,47,47,47,2,1973.448,-6.396,2241.33,1102.46,4.011,97.43,14.1310267873993,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24626,47,47,47,2,1973.458,-6.435,2254.87,1109.2,4.02,97.13,14.0875154660792,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24627,47,47,47,2,1973.468,-6.482,2262.63,1111.04,4.002,97.43,14.1310267873993,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24628,47,47,47,2,1973.478,-6.507,2260.79,1114.67,4.005,97.99,14.2122479205302,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24629,47,47,47,2,1973.488,-6.564,2255.69,1109.63,3.983,98.34,14.2630111287371,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24630,47,47,47,2,1973.498,-6.593,2249.55,1101.16,4.007,98.09,14.2267516943036,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24631,47,47,47,2,1973.508,-6.647,2245.21,1096.6,3.982,97.43,14.1310267873993,40.23,24.9977630637079,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24632,47,47,47,2,1973.518,-6.668,2243.55,1092.61,3.986,96.93,14.0585079185325,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24633,47,47,47,2,1973.528,-6.722,2245.09,1094.52,3.982,97.03,14.0730116923058,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24634,47,47,47,2,1973.538,-6.758,2247.75,1094.85,4.014,97.43,14.1310267873993,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24635,47,47,47,2,1973.548,-6.815,2255.13,1101.15,3.991,97.84,14.1904922598702,40.22,24.9915493517856,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24636,47,47,47,2,1973.558,-6.848,2265.16,1106.7,3.983,97.79,14.1832403729835,40.23,24.9977630637079,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24637,47,47,47,2,1973.568,-6.891,2275.91,1113.05,3.986,97.28,14.1092711267393,40.22,24.9915493517856,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24638,47,47,47,2,1973.578,-6.919,2282.87,1114.98,4.007,96.93,14.0585079185325,40.21,24.9853356398632,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24639,47,47,47,2,1973.588,-6.95,2282.99,1115.95,3.986,97.23,14.1020192398526,40.2,24.9791219279408,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24640,47,47,47,2,1973.598,-7.008,2277.23,1112.79,3.999,97.68,14.1672862218328,40.19,24.9729082160184,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24641,47,47,47,2,1973.608,-7.052,2273.3,1104.79,3.989,97.99,14.2122479205302,40.18,24.9666945040961,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24642,47,47,47,2,1973.618,-7.062,2272.8,1096.9,3.996,97.74,14.1759884860968,40.15,24.948053368329,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24643,47,47,47,2,1973.628,-7.114,2271.86,1093.25,4.007,97.33,14.116523013626,40.15,24.948053368329,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24644,47,47,47,2,1973.638,-7.159,2269.51,1089.37,4.004,97.13,14.0875154660792,40.16,24.9542670802513,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24645,47,47,47,2,1973.648,-7.191,2269.8,1092.71,3.979,97.53,14.1455305611727,40.14,24.9418396564066,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24646,47,47,47,2,1973.658,-7.206,2274.36,1099.53,3.992,97.89,14.1977441467569,40.14,24.9418396564066,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24647,47,47,47,2,1973.668,-7.292,2282.88,1103.78,3.998,97.84,14.1904922598702,40.14,24.9418396564066,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24648,47,47,47,2,1973.678,-7.334,2293.06,1112.02,4.005,97.38,14.1237749005127,40.14,24.9418396564066,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24649,47,47,47,2,1973.688,-7.346,2298.91,1116.86,3.991,96.88,14.0512560316458,40.13,24.9356259444842,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24650,47,47,47,2,1973.698,-7.405,2295.71,1120.6,3.979,97.13,14.0875154660792,40.13,24.9356259444842,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24651,47,47,47,2,1973.708,-7.437,2288.4,1115.56,4.002,97.58,14.1527824480594,40.12,24.9294122325618,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24652,47,47,47,2,1973.718,-7.488,2283.21,1109.75,4.005,97.79,14.1832403729835,40.13,24.9356259444842,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24653,47,47,47,2,1973.728,-7.513,2282.17,1103.09,3.995,97.43,14.1310267873993,40.14,24.9418396564066,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24654,47,47,47,2,1973.738,-7.566,2283.08,1096.4,4.013,96.77,14.0353018804951,40.13,24.9356259444842,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24655,47,47,47,2,1973.748,-7.604,2279.51,1093.29,3.983,96.27,13.9627830116282,40.15,24.948053368329,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24656,47,47,47,2,1973.758,-7.644,2275.98,1092.72,3.991,96.47,13.9917905591749,40.17,24.9604807921737,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24657,47,47,47,2,1973.768,-7.694,2274.16,1097.18,4.004,96.88,14.0512560316458,40.17,24.9604807921737,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24658,47,47,47,2,1973.778,-7.729,2280.1,1103.62,3.998,97.13,14.0875154660792,40.19,24.9729082160184,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24659,47,47,47,2,1973.788,-7.767,2292.26,1109.75,3.985,96.82,14.0425537673818,40.19,24.9729082160184,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24660,47,47,47,2,1973.798,-7.821,2302.11,1113.38,3.988,96.27,13.9627830116282,40.2,24.9791219279408,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24661,47,47,47,2,1973.808,-7.835,2309.17,1116.46,4.005,95.71,13.8815618784973,40.2,24.9791219279408,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24662,47,47,47,2,1973.818,-7.887,2308.41,1115.59,4.008,96.02,13.9265235771948,40.21,24.9853356398632,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24663,47,47,47,2,1973.828,-7.909,2305.38,1110.69,4.001,96.42,13.9845386722883,40.21,24.9853356398632,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24664,47,47,47,2,1973.838,-7.963,2303.6,1102.69,3.973,96.98,14.0657598054192,40.22,24.9915493517856,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24665,47,47,47,2,1973.848,-8.019,2300.43,1096.6,3.988,96.93,14.0585079185325,40.22,24.9915493517856,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24666,47,47,47,2,1973.858,-8.035,2295.2,1091.05,4.007,96.52,13.9990424460616,40.21,24.9853356398632,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24667,47,47,47,2,1973.868,-8.089,2285.49,1090.28,3.992,96.37,13.9772867854016,40.22,24.9915493517856,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24668,47,47,47,2,1973.878,-8.117,2279.3,1091.73,3.995,96.67,14.0207981067217,40.23,24.9977630637079,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24669,47,47,47,2,1973.888,-8.184,2279.13,1099.56,3.985,97.38,14.1237749005127,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24670,47,47,47,2,1973.898,-8.196,2284.36,1106.7,4.002,97.68,14.1672862218328,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24671,47,47,47,2,1973.908,-8.253,2293.2,1114.63,3.989,97.68,14.1672862218328,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24672,47,47,47,2,1973.918,-8.291,2299.66,1118.24,3.98,97.23,14.1020192398526,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24673,47,47,47,2,1973.928,-8.308,2301.55,1116.44,4.011,97.33,14.116523013626,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24674,47,47,47,2,1973.938,-8.357,2302.08,1112.92,3.999,97.79,14.1832403729835,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24675,47,47,47,2,1973.948,-8.398,2304.26,1103.71,4.004,98.34,14.2630111287371,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24676,47,47,47,2,1973.958,-8.437,2305.84,1095.76,3.998,98.44,14.2775149025104,40.23,24.9977630637079,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24677,47,47,47,2,1973.968,-8.481,2304.27,1092.18,3.995,97.99,14.2122479205302,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24678,47,47,47,2,1973.978,-8.538,2295.92,1090.84,3.978,97.48,14.138278674286,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24679,47,47,47,2,1973.988,-8.551,2287.55,1091.12,3.995,97.43,14.1310267873993,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24680,47,47,47,2,1973.998,-8.598,2287.29,1098.21,4.001,97.89,14.1977441467569,40.26,25.0164041994751,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24681,47,47,47,2,1974.008,-8.629,2296.7,1104.52,3.991,98.44,14.2775149025104,40.28,25.0288316233198,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24682,47,47,47,2,1974.018,-8.686,2311.65,1111.09,3.98,98.54,14.2920186762838,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24683,47,47,47,2,1974.028,-8.721,2323.72,1116.29,3.978,98.14,14.2340035811903,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24684,47,47,47,2,1974.038,-8.763,2331.37,1117.32,3.994,97.53,14.1455305611727,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24685,47,47,47,2,1974.048,-8.814,2331.28,1114.91,3.972,97.23,14.1020192398526,40.21,24.9853356398632,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24686,47,47,47,2,1974.058,-8.844,2330.03,1107.36,4.011,97.58,14.1527824480594,40.19,24.9729082160184,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24687,47,47,47,2,1974.068,-8.867,2328.81,1098.09,3.998,97.94,14.2049960336436,40.19,24.9729082160184,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24688,47,47,47,2,1974.078,-8.908,2325.82,1093.34,3.979,97.79,14.1832403729835,40.18,24.9666945040961,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24689,47,47,47,2,1974.088,-8.942,2315.28,1091.25,3.989,97.23,14.1020192398526,40.18,24.9666945040961,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24690,47,47,47,2,1974.098,-8.997,2303.53,1092.24,3.989,96.52,13.9990424460616,40.17,24.9604807921737,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24691,47,47,47,2,1974.108,-9.045,2301.08,1097.24,3.985,96.37,13.9772867854016,40.18,24.9666945040961,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24692,47,47,47,2,1974.118,-9.078,2308.97,1102.85,4.005,96.62,14.013546219835,40.17,24.9604807921737,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24693,47,47,47,2,1974.128,-9.113,2325.21,1108.07,4.002,97.03,14.0730116923058,40.19,24.9729082160184,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24694,47,47,47,2,1974.138,-9.161,2341.66,1115.36,3.97,97.03,14.0730116923058,40.18,24.9666945040961,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24695,47,47,47,2,1974.148,-9.2,2350.64,1115.79,3.982,96.67,14.0207981067217,40.18,24.9666945040961,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24696,47,47,47,2,1974.158,-9.237,2354.49,1112.01,4.015,96.27,13.9627830116282,40.17,24.9604807921737,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24697,47,47,47,2,1974.168,-9.275,2354.99,1107.53,3.989,96.57,14.0062943329483,40.16,24.9542670802513,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24698,47,47,47,2,1974.178,-9.31,2353.76,1098.9,3.991,97.18,14.0947673529659,40.15,24.948053368329,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24699,47,47,47,2,1974.188,-9.371,2351.49,1094.69,3.979,97.38,14.1237749005127,40.14,24.9418396564066,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24700,47,47,47,2,1974.198,-9.39,2341.52,1090.83,3.991,97.13,14.0875154660792,40.13,24.9356259444842,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24701,47,47,47,2,1974.208,-9.445,2325.66,1092.06,3.994,96.67,14.0207981067217,40.14,24.9418396564066,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24702,47,47,47,2,1974.218,-9.499,2316.29,1096.83,3.988,96.62,14.013546219835,40.13,24.9356259444842,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24703,47,47,47,2,1974.228,-9.525,2317.38,1103.22,3.982,96.98,14.0657598054192,40.13,24.9356259444842,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24704,47,47,47,2,1974.238,-9.562,2325.91,1108.15,3.998,97.43,14.1310267873993,40.14,24.9418396564066,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24705,47,47,47,2,1974.248,-9.578,2342.18,1113.68,3.982,97.48,14.138278674286,40.18,24.9666945040961,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24706,47,47,47,2,1974.258,-9.651,2353.55,1118.97,3.989,96.82,14.0425537673818,40.19,24.9729082160184,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24707,47,47,47,2,1974.268,-9.681,2361.87,1118.78,3.982,96.27,13.9627830116282,40.21,24.9853356398632,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24708,47,47,47,2,1974.278,-9.718,2366.55,1115.2,3.969,96.22,13.9555311247415,40.23,24.9977630637079,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24709,47,47,47,2,1974.288,-9.753,2367.88,1104.42,3.992,96.47,13.9917905591749,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24710,47,47,47,2,1974.298,-9.803,2366.79,1097.19,3.982,97.03,14.0730116923058,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24711,47,47,47,2,1974.308,-9.863,2358.8,1091.66,3.996,97.18,14.0947673529659,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24712,47,47,47,2,1974.318,-9.886,2340.13,1092.44,4.008,96.98,14.0657598054192,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24713,47,47,47,2,1974.328,-9.923,2323.75,1095.41,3.999,96.47,13.9917905591749,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24714,47,47,47,2,1974.338,-9.981,2313.17,1103.38,4.005,96.57,14.0062943329483,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24715,47,47,47,2,1974.348,-9.999,2314.27,1109.76,3.991,97.03,14.0730116923058,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24716,47,47,47,2,1974.358,-10.024,2324.34,1116.59,3.999,97.53,14.1455305611727,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24717,47,47,47,2,1974.368,-10.073,2337.74,1120.98,4.007,97.68,14.1672862218328,40.29,25.0350453352422,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24718,47,47,47,2,1974.378,-10.132,2344.82,1124.01,4.011,97.38,14.1237749005127,40.29,25.0350453352422,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24719,47,47,47,2,1974.388,-10.154,2349.39,1119.47,3.996,97.13,14.0875154660792,40.3,25.0412590471646,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24720,47,47,47,2,1974.398,-10.212,2354.5,1112.6,4.004,97.48,14.138278674286,40.3,25.0412590471646,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24721,47,47,47,2,1974.408,-10.227,2358.23,1105.05,4.002,97.89,14.1977441467569,40.28,25.0288316233198,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24722,47,47,47,2,1974.418,-10.271,2352.89,1097.61,4.007,97.84,14.1904922598702,40.27,25.0226179113974,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24723,47,47,47,2,1974.428,-10.312,2339.11,1097.72,4.007,97.48,14.138278674286,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24724,47,47,47,2,1974.438,-10.363,2321.15,1097.89,3.992,97.03,14.0730116923058,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24725,47,47,47,2,1974.448,-10.401,2310.45,1103.88,3.999,97.18,14.0947673529659,40.26,25.0164041994751,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24726,47,47,47,2,1974.458,-10.457,2307.41,1110.67,3.988,97.63,14.1600343349461,40.25,25.0101904875527,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24727,47,47,47,2,1974.468,-10.461,2316.75,1116.5,3.989,97.68,14.1672862218328,40.24,25.0039767756303,1100,14,4,25,60,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24728,48,48,48,2,2003.006,10.486,-1106.2,438.8,3.999,97.28,14.1092711267393,40.17,24.9604807921737,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24729,48,48,48,2,2003.016,10.455,-1124.27,447.34,3.995,97.28,14.1092711267393,40.18,24.9666945040961,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24730,48,48,48,2,2003.026,10.412,-1131.88,454.74,3.982,97.43,14.1310267873993,40.19,24.9729082160184,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24731,48,48,48,2,2003.036,10.369,-1125.63,457.42,3.991,97.89,14.1977441467569,40.19,24.9729082160184,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24732,48,48,48,2,2003.046,10.314,-1105.91,451.84,3.991,97.89,14.1977441467569,40.2,24.9791219279408,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24733,48,48,48,2,2003.056,10.276,-1082.15,443.28,3.986,97.33,14.116523013626,40.21,24.9853356398632,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24734,48,48,48,2,2003.066,10.247,-1064.95,433.45,3.995,96.82,14.0425537673818,40.22,24.9915493517856,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24735,48,48,48,2,2003.076,10.216,-1052.85,427.08,3.995,96.88,14.0512560316458,40.21,24.9853356398632,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24736,48,48,48,2,2003.086,10.149,-1049.82,420.88,3.996,97.38,14.1237749005127,40.22,24.9915493517856,400,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24737,48,48,48,2,2003.096,10.121,-1054.95,420.54,3.973,97.74,14.1759884860968,40.25,25.0101904875527,400,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24738,48,48,48,2,2003.106,10.076,-1067.22,424.98,3.978,97.74,14.1759884860968,40.22,24.9915493517856,400,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24739,48,48,48,2,2003.116,10.06,-1086.64,432.83,4.005,97.23,14.1020192398526,40.24,25.0039767756303,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24740,48,48,48,2,2003.126,10.026,-1106.45,444.1,3.992,97.03,14.0730116923058,40.23,24.9977630637079,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24741,48,48,48,2,2003.136,9.981,-1120.33,454.12,3.991,97.38,14.1237749005127,40.22,24.9915493517856,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24742,48,48,48,2,2003.146,9.931,-1123.59,456.61,3.988,97.99,14.2122479205302,40.24,25.0039767756303,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24743,48,48,48,2,2003.156,9.909,-1112.64,456.44,3.995,98.19,14.241255468077,40.23,24.9977630637079,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
24744,48,48,48,2,2003.166,9.861,-1093.64,449.53,3.991,97.84,14.1904922598702,40.25,25.0101904875527,450,14,4,25,57,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
