SampleID,SweepID,OriginalFullSweepID,Stage2RegionID,RunNumber,ET_s,SA_deg,FY_N,FZ_N,IA_deg,P_kPa,P_psi,V_kph,V_mph,FZ_State_N,Pressure_State_psi,IA_State_deg,Speed_State_mph,ConditionID,Routing,ModelName
9576,19,19,19,2,957.638,6.336,-1651.69,673.53,-0.006,68.95,10.0003520167421,40.16,24.9542670802513,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9577,19,19,19,2,957.648,6.272,-1643.42,667.37,-0,69.11,10.0235580547795,40.16,24.9542670802513,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9578,19,19,19,2,957.658,6.235,-1637.23,661.97,0.004,69.66,10.1033288105331,40.15,24.948053368329,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9579,19,19,19,2,957.668,6.222,-1633.02,662.63,-0,70.12,10.1700461698906,40.15,24.948053368329,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9580,19,19,19,2,957.678,6.175,-1626.81,660.27,-0.002,70.27,10.1918018305507,40.14,24.9418396564066,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9581,19,19,19,2,957.688,6.131,-1620.1,660.22,0.01,69.97,10.1482905092305,40.16,24.9542670802513,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9582,19,19,19,2,957.698,6.083,-1617.29,666.92,0.001,69.31,10.0525656023263,40.16,24.9542670802513,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9583,19,19,19,2,957.708,6.034,-1619.22,673.16,-0.015,69.11,10.0235580547795,40.17,24.9604807921737,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9584,19,19,19,2,957.718,5.991,-1628.45,680.06,-0,69.36,10.059817489213,40.19,24.9729082160184,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9585,19,19,19,2,957.728,5.971,-1632.56,685.08,-0.002,69.87,10.1337867354572,40.19,24.9729082160184,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9586,19,19,19,2,957.738,5.94,-1631.26,682.28,0.007,69.92,10.1410386223439,40.19,24.9729082160184,700,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9587,19,19,19,2,957.748,5.902,-1622.91,672.88,0.006,69.46,10.0743212629863,40.21,24.9853356398632,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9588,19,19,19,2,957.758,5.855,-1612.93,667.59,-0.013,68.95,10.0003520167421,40.23,24.9977630637079,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9589,19,19,19,2,957.768,5.814,-1605.55,662.39,0.007,68.7,9.96409258230868,40.23,24.9977630637079,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9590,19,19,19,2,957.778,5.747,-1600.48,658.05,-0.01,69.11,10.0235580547795,40.23,24.9977630637079,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9591,19,19,19,2,957.788,5.715,-1594.46,660.55,0.004,69.71,10.1105806974198,40.25,25.0101904875527,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9592,19,19,19,2,957.798,5.666,-1586.67,660.51,-0.013,70.12,10.1700461698906,40.25,25.0101904875527,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9593,19,19,19,2,957.808,5.633,-1582.69,664.06,-0.006,70.07,10.1627942830039,40.27,25.0226179113974,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9594,19,19,19,2,957.818,5.611,-1583.63,669.61,0.007,69.61,10.0960769236464,40.27,25.0226179113974,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9595,19,19,19,2,957.828,5.567,-1589.75,676.72,-0.004,69.16,10.0308099416662,40.26,25.0164041994751,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9596,19,19,19,2,957.838,5.52,-1596.04,681.42,-0,69.26,10.0453137154396,40.26,25.0164041994751,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9597,19,19,19,2,957.848,5.482,-1595.83,680.85,-0.015,69.71,10.1105806974198,40.27,25.0226179113974,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9598,19,19,19,2,957.858,5.427,-1589.51,674.96,-0.018,70.07,10.1627942830039,40.27,25.0226179113974,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9599,19,19,19,2,957.868,5.392,-1579.98,668.13,-0.003,69.92,10.1410386223439,40.27,25.0226179113974,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9600,19,19,19,2,957.878,5.345,-1570.29,662.56,-0,69.36,10.059817489213,40.28,25.0288316233198,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9601,19,19,19,2,957.888,5.308,-1563.82,659.53,-0.018,69.26,10.0453137154396,40.26,25.0164041994751,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9602,19,19,19,2,957.898,5.298,-1557.03,654.95,-0.009,69.56,10.0888250367597,40.27,25.0226179113974,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9603,19,19,19,2,957.908,5.225,-1548.74,657.03,-0.01,69.92,10.1410386223439,40.27,25.0226179113974,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9604,19,19,19,2,957.918,5.207,-1543.07,661.48,-0.026,70.02,10.1555423961172,40.26,25.0164041994751,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9605,19,19,19,2,957.928,5.177,-1542.81,665.44,-0,69.61,10.0960769236464,40.26,25.0164041994751,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9606,19,19,19,2,957.938,5.125,-1547.05,671.99,0.003,69.11,10.0235580547795,40.26,25.0164041994751,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9607,19,19,19,2,957.948,5.082,-1554.44,679.18,-0.016,69.21,10.0380618285529,40.25,25.0101904875527,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9608,19,19,19,2,957.958,5.051,-1555.9,676.2,-0.009,69.66,10.1033288105331,40.23,24.9977630637079,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9609,19,19,19,2,957.968,4.991,-1551.13,671.35,-0,70.27,10.1918018305507,40.23,24.9977630637079,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9610,19,19,19,2,957.978,4.962,-1542.47,665.61,-0.025,70.22,10.184549943664,40.2,24.9791219279408,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9611,19,19,19,2,957.988,4.912,-1532.34,661.93,-0.002,69.81,10.1250844711931,40.21,24.9853356398632,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9612,19,19,19,2,957.998,4.875,-1522.48,654.31,-0.013,69.26,10.0453137154396,40.21,24.9853356398632,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9613,19,19,19,2,958.008,4.855,-1513.68,652.22,-0,69.06,10.0163061678928,40.2,24.9791219279408,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9614,19,19,19,2,958.018,4.789,-1505.98,653.59,-0.01,69.31,10.0525656023263,40.2,24.9791219279408,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9615,19,19,19,2,958.028,4.751,-1496.96,657.74,-0.016,69.76,10.1178325843065,40.19,24.9729082160184,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9616,19,19,19,2,958.038,4.717,-1493.53,660.72,-0.022,69.87,10.1337867354572,40.16,24.9542670802513,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9617,19,19,19,2,958.048,4.681,-1493.67,667.24,-0.016,69.51,10.081573149873,40.17,24.9604807921737,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9618,19,19,19,2,958.058,4.634,-1500.09,676.21,-0.003,69.06,10.0163061678928,40.17,24.9604807921737,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9619,19,19,19,2,958.068,4.6,-1503.69,677.13,0.007,69.26,10.0453137154396,40.19,24.9729082160184,700,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9620,19,19,19,2,958.078,4.552,-1502,671.14,-0.013,69.71,10.1105806974198,40.17,24.9604807921737,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9621,19,19,19,2,958.088,4.532,-1496.5,666.34,-0.007,70.27,10.1918018305507,40.2,24.9791219279408,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9622,19,19,19,2,958.098,4.479,-1483.21,658.54,-0.013,70.32,10.1990537174374,40.2,24.9791219279408,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9623,19,19,19,2,958.108,4.466,-1472.25,652.09,-0.004,69.97,10.1482905092305,40.2,24.9791219279408,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9624,19,19,19,2,958.118,4.394,-1460.55,649.91,-0,69.36,10.059817489213,40.18,24.9666945040961,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9625,19,19,19,2,958.128,4.369,-1450.31,650.56,0.007,69.06,10.0163061678928,40.2,24.9791219279408,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9626,19,19,19,2,958.138,4.34,-1440.18,653.52,0.02,69.41,10.0670693760996,40.18,24.9666945040961,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9627,19,19,19,2,958.148,4.311,-1430.34,660.16,0.003,69.97,10.1482905092305,40.17,24.9604807921737,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9628,19,19,19,2,958.158,4.245,-1429.74,665.24,0.003,70.32,10.1990537174374,40.19,24.9729082160184,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9629,19,19,19,2,958.168,4.198,-1429.67,671.88,-0.006,70.17,10.1772980567773,40.19,24.9729082160184,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9630,19,19,19,2,958.178,4.181,-1433,672.48,-0.018,69.71,10.1105806974198,40.19,24.9729082160184,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9631,19,19,19,2,958.188,4.15,-1433.94,670.67,0.003,69.56,10.0888250367597,40.19,24.9729082160184,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9632,19,19,19,2,958.198,4.115,-1428.27,667.33,-0.003,69.81,10.1250844711931,40.19,24.9729082160184,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9633,19,19,19,2,958.208,4.048,-1418.42,657.46,-0.012,70.22,10.184549943664,40.18,24.9666945040961,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9634,19,19,19,2,958.218,3.999,-1406.64,652.35,-0.01,70.12,10.1700461698906,40.19,24.9729082160184,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9635,19,19,19,2,958.228,3.967,-1395.79,648.19,0.006,69.76,10.1178325843065,40.2,24.9791219279408,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9636,19,19,19,2,958.238,3.934,-1384.74,647.88,0.004,69.26,10.0453137154396,40.19,24.9729082160184,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9637,19,19,19,2,958.248,3.894,-1372.75,648.53,-0.018,69.31,10.0525656023263,40.2,24.9791219279408,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9638,19,19,19,2,958.258,3.846,-1361.97,653.71,-0.003,69.71,10.1105806974198,40.19,24.9729082160184,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9639,19,19,19,2,958.268,3.82,-1353.13,662.71,0.001,70.27,10.1918018305507,40.22,24.9915493517856,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9640,19,19,19,2,958.278,3.774,-1349.44,667.96,-0.022,70.32,10.1990537174374,40.22,24.9915493517856,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9641,19,19,19,2,958.288,3.717,-1348.11,673.45,-0.02,69.81,10.1250844711931,40.23,24.9977630637079,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9642,19,19,19,2,958.298,3.686,-1346.9,673.85,-0.006,69.31,10.0525656023263,40.24,25.0039767756303,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9643,19,19,19,2,958.308,3.66,-1342.17,668.92,0.004,69.11,10.0235580547795,40.25,25.0101904875527,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9644,19,19,19,2,958.318,3.631,-1333.75,659.74,-0.002,69.36,10.059817489213,40.26,25.0164041994751,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9645,19,19,19,2,958.328,3.568,-1321.35,653.34,0.006,69.71,10.1105806974198,40.28,25.0288316233198,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9646,19,19,19,2,958.338,3.512,-1308.08,650.03,-0.003,69.81,10.1250844711931,40.29,25.0350453352422,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9647,19,19,19,2,958.348,3.472,-1295.68,647.89,-0.002,69.41,10.0670693760996,40.31,25.0474727590869,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9648,19,19,19,2,958.358,3.464,-1282.51,649.17,-0.009,68.95,10.0003520167421,40.27,25.0226179113974,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9649,19,19,19,2,958.368,3.409,-1269.51,651.21,-0.004,68.95,10.0003520167421,40.26,25.0164041994751,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9650,19,19,19,2,958.378,3.379,-1259.33,659.94,0.003,69.51,10.081573149873,40.28,25.0288316233198,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9651,19,19,19,2,958.388,3.325,-1251.74,667.7,-0.002,70.12,10.1700461698906,40.27,25.0226179113974,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9652,19,19,19,2,958.398,3.265,-1250.31,673.1,-0.01,70.17,10.1772980567773,40.28,25.0288316233198,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9653,19,19,19,2,958.408,3.227,-1246.86,674.99,-0.009,69.76,10.1178325843065,40.29,25.0350453352422,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9654,19,19,19,2,958.418,3.217,-1243.55,673.08,0.006,69.11,10.0235580547795,40.28,25.0288316233198,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9655,19,19,19,2,958.428,3.178,-1234.63,663.52,0.015,68.85,9.98584824296875,40.27,25.0226179113974,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9656,19,19,19,2,958.438,3.107,-1226.23,657.8,0.01,69.16,10.0308099416662,40.29,25.0350453352422,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9657,19,19,19,2,958.448,3.104,-1214.32,653.03,-0,69.81,10.1250844711931,40.28,25.0288316233198,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9658,19,19,19,2,958.458,3.049,-1198.97,649.58,-0.01,70.07,10.1627942830039,40.29,25.0350453352422,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9659,19,19,19,2,958.468,3.002,-1185.95,648.23,-0.006,69.97,10.1482905092305,40.3,25.0412590471646,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9660,19,19,19,2,958.478,2.974,-1168.96,650.42,0.01,69.46,10.0743212629863,40.29,25.0350453352422,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9661,19,19,19,2,958.488,2.938,-1157.34,658.56,0.013,68.8,9.97859635608206,40.27,25.0226179113974,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9662,19,19,19,2,958.498,2.901,-1148.75,665.94,-0.018,68.9,9.99310012985543,40.28,25.0288316233198,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9663,19,19,19,2,958.508,2.853,-1142.1,673.9,-0.002,69.41,10.0670693760996,40.25,25.0101904875527,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9664,19,19,19,2,958.518,2.808,-1137.08,677.29,-0.018,70.02,10.1555423961172,40.25,25.0101904875527,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9665,19,19,19,2,958.528,2.774,-1132.94,674.21,-0.015,70.02,10.1555423961172,40.23,24.9977630637079,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9666,19,19,19,2,958.538,2.743,-1122.76,670.1,0.004,69.66,10.1033288105331,40.23,24.9977630637079,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9667,19,19,19,2,958.548,2.714,-1111.55,659.35,-0.004,69.26,10.0453137154396,40.22,24.9915493517856,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9668,19,19,19,2,958.558,2.68,-1097.85,656.24,0.009,69.31,10.0525656023263,40.23,24.9977630637079,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9669,19,19,19,2,958.568,2.612,-1081.67,654.04,-0.012,69.76,10.1178325843065,40.22,24.9915493517856,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9670,19,19,19,2,958.578,2.58,-1067.73,650.33,-0.025,70.22,10.184549943664,40.23,24.9977630637079,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9671,19,19,19,2,958.588,2.533,-1052.34,653.35,0.007,70.22,10.184549943664,40.21,24.9853356398632,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9672,19,19,19,2,958.598,2.48,-1036.46,659.64,0.001,69.76,10.1178325843065,40.21,24.9853356398632,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9673,19,19,19,2,958.608,2.435,-1023.87,669.8,-0.018,69.11,10.0235580547795,40.2,24.9791219279408,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9674,19,19,19,2,958.618,2.381,-1013.54,676.21,-0.02,68.8,9.97859635608206,40.18,24.9666945040961,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9675,19,19,19,2,958.628,2.363,-1006.02,680.07,-0.018,69.06,10.0163061678928,40.18,24.9666945040961,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9676,19,19,19,2,958.638,2.331,-999.83,676.74,-0.015,69.66,10.1033288105331,40.19,24.9729082160184,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9677,19,19,19,2,958.648,2.265,-988.78,671.86,-0.01,69.97,10.1482905092305,40.19,24.9729082160184,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9678,19,19,19,2,958.658,2.223,-976.97,664.24,-0.012,69.87,10.1337867354572,40.2,24.9791219279408,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9679,19,19,19,2,958.668,2.198,-961.63,655.76,-0.018,69.31,10.0525656023263,40.19,24.9729082160184,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9680,19,19,19,2,958.678,2.169,-948.04,652.98,-0,69.11,10.0235580547795,40.19,24.9729082160184,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9681,19,19,19,2,958.688,2.1,-932.79,652.03,-0.006,69.46,10.0743212629863,40.21,24.9853356398632,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9682,19,19,19,2,958.698,2.063,-917.1,653.8,0.004,69.92,10.1410386223439,40.22,24.9915493517856,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9683,19,19,19,2,958.708,2.038,-900.45,658.36,-0.006,70.22,10.184549943664,40.22,24.9915493517856,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9684,19,19,19,2,958.718,2.024,-888.33,667.33,0.01,69.87,10.1337867354572,40.22,24.9915493517856,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9685,19,19,19,2,958.728,1.965,-876.49,673.62,-0.002,69.41,10.0670693760996,40.23,24.9977630637079,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9686,19,19,19,2,958.738,1.923,-868.02,678.14,-0.019,69.01,10.0090542810061,40.23,24.9977630637079,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9687,19,19,19,2,958.748,1.902,-859.7,678.23,-0.02,69.36,10.059817489213,40.24,25.0039767756303,700,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9688,19,19,19,2,958.758,1.859,-848.63,673.34,-0.018,69.97,10.1482905092305,40.25,25.0101904875527,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9689,19,19,19,2,958.768,1.819,-836.42,663.79,0.004,70.12,10.1700461698906,40.25,25.0101904875527,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9690,19,19,19,2,958.778,1.784,-822.42,655.77,-0.007,69.81,10.1250844711931,40.25,25.0101904875527,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9691,19,19,19,2,958.788,1.731,-806.07,648.28,0.013,69.26,10.0453137154396,40.25,25.0101904875527,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9692,19,19,19,2,958.798,1.701,-790.71,645.58,-0,69.06,10.0163061678928,40.25,25.0101904875527,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9693,19,19,19,2,958.808,1.645,-771.15,648.43,-0.018,69.26,10.0453137154396,40.26,25.0164041994751,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9694,19,19,19,2,958.818,1.592,-756.98,652.32,-0,69.71,10.1105806974198,40.28,25.0288316233198,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9695,19,19,19,2,958.828,1.579,-740.17,659.28,-0.023,70.02,10.1555423961172,40.27,25.0226179113974,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9696,19,19,19,2,958.838,1.518,-727.32,666.74,-0.01,69.76,10.1178325843065,40.25,25.0101904875527,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9697,19,19,19,2,958.848,1.47,-714.96,670.95,-0.009,69.31,10.0525656023263,40.25,25.0101904875527,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9698,19,19,19,2,958.858,1.449,-704.13,671.98,0.007,69.26,10.0453137154396,40.25,25.0101904875527,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9699,19,19,19,2,958.868,1.426,-690.2,667.23,0.001,69.61,10.0960769236464,40.25,25.0101904875527,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9700,19,19,19,2,958.878,1.385,-676.55,659.36,0.017,70.12,10.1700461698906,40.25,25.0101904875527,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9701,19,19,19,2,958.888,1.326,-658.8,653.31,-0.013,70.22,10.184549943664,40.27,25.0226179113974,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9702,19,19,19,2,958.898,1.291,-640.76,643,-0.016,69.92,10.1410386223439,40.25,25.0101904875527,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9703,19,19,19,2,958.908,1.263,-623.14,637.32,0.009,69.31,10.0525656023263,40.24,25.0039767756303,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9704,19,19,19,2,958.918,1.215,-604.76,637.81,-0.023,69.06,10.0163061678928,40.24,25.0039767756303,650,10,-0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9705,19,19,19,2,958.928,1.183,-586.6,641.53,0.009,69.36,10.059817489213,40.24,25.0039767756303,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9706,19,19,19,2,958.938,1.139,-570.06,646.96,0.004,70.07,10.1627942830039,40.23,24.9977630637079,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9707,19,19,19,2,958.948,1.101,-554.27,654.53,0.006,70.22,10.184549943664,40.21,24.9853356398632,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9708,19,19,19,2,958.958,1.063,-541.33,660.6,0.015,70.07,10.1627942830039,40.22,24.9915493517856,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
9709,19,19,19,2,958.968,1.029,-527.47,663.21,0.009,69.61,10.0960769236464,40.21,24.9853356398632,650,10,0,25,18,PRIMARY_MODEL_FIT,CMM_7IN_LATERAL_MODEL
