FullSweepID,Stage2RegionID,RunNumber,Stage2SweepType,Direction,PositivePeakSA_deg,NegativePeakSA_deg,RawCentralSpan_deg,StartTime_s,EndTime_s,Duration_s,SampleCount,SA_Start_deg,SA_End_deg,SA_Min_deg,SA_Max_deg,SA_Range_deg,FY_Min_N,FY_Max_N,FY_Range_N,Stage2Pressure_psi,Stage2FZ_N,Stage2IA_deg,Stage2Speed_mph,P_Mean_kPa,P_Mean_psi,P_Std_kPa,FZ_Mean_N,FZ_Median_N,FZ_Std_N,FZ_Min_N,FZ_Max_N,FZ_RelativeRange,IA_Mean_deg,IA_Median_deg,IA_Std_deg,V_Mean_kph,V_Mean_mph,V_Std_kph,MaxAbsSL,FreeRollingFraction,MonotonicFraction,QC_SampleCount,QC_Duration,QC_SACoverage,QC_FYRange,QC_Monotonicity,QC_Pressure,QC_IA,QC_Speed,QC_FreeRolling,QC_FZ,QCPass,ModelRouting,RejectionReason
37,37,2,MAIN_CORNERING_PART_1,POS_TO_NEG,11.9474285714286,-11.9469047619048,23.8943333333333,1631.243,1636.502,5.25900000000001,527,10.49,-10.49,-10.49,10.49,20.98,-2568.77,2454.14,5022.91,14,1160,0,25,97.2278937381404,14.1017137523974,0.626473566378791,1083.93721062619,1081.01,24.0761645537459,1033.33,1128.2,0.0877605202542068,-0.00178937381404175,-0.002,0.0103276752206225,40.2244971537002,24.9943437535419,0.0472683815761251,0,1,0.996190476190476,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
38,38,2,MAIN_CORNERING_PART_1,POS_TO_NEG,11.9715714285714,-11.8745238095238,23.8460952380952,1665.03,1670.28,5.25,526,10.476,-10.497,-10.497,10.476,20.973,-1147.93,1069.87,2217.8,14,470,0,25,97.1478517110266,14.0901046378612,0.494831327555563,428.457186311787,428.58,16.7436584746494,383.26,468.26,0.198329366745998,-0.00126996197718631,0,0.0112880607300887,40.2250950570342,24.9947152734494,0.0531260002195735,0,1,0.996190476190476,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
39,39,2,MAIN_CORNERING_PART_1,POS_TO_NEG,12.0125714285714,-11.9259047619048,23.9384761904762,1698.838,1704.088,5.25,526,10.472,-10.485,-10.485,10.472,20.957,-2120.83,1990.05,4110.88,14,873.99,2,25,97.2346197718631,14.1026892811125,0.546242008034592,870.626254752852,871.2,17.1685726018356,809.24,902.35,0.106875573921028,1.99393536121673,1.995,0.0107441060060516,40.2229087452471,24.9933567622877,0.0545116784302204,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
40,40,2,MAIN_CORNERING_PART_1,POS_TO_NEG,11.997,-11.9147142857143,23.9117142857143,1732.635,1737.885,5.25,526,10.466,-10.483,-10.483,10.466,20.949,-1662.49,1544.84,3207.33,14,670,2,25,97.3069581749049,14.1131810794409,0.567244858659734,659.623840304183,660.425,18.3504435364892,594.49,701.2,0.161577771889314,1.99303422053232,1.994,0.0109610030849995,40.2289163498099,24.9970897146973,0.0534750911197896,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
41,41,2,MAIN_CORNERING_PART_1,POS_TO_NEG,11.9310952380952,-11.864619047619,23.7957142857143,1766.413,1771.663,5.25,526,10.486,-10.479,-10.479,10.486,20.965,-629.46,645.44,1274.9,14,220,2,25,97.2348859315589,14.1027278843126,0.529176076837323,211.675817490494,211.685,18.9353520217497,169.12,260.74,0.432812905968774,1.99573384030418,1.997,0.0120933462731005,40.2240874524715,24.994089177001,0.0457219750684988,0,1,0.994263862332696,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
42,42,2,MAIN_CORNERING_PART_1,POS_TO_NEG,11.9658095238095,-11.9321904761905,23.898,1800.23,1805.48,5.25,526,10.499,-10.471,-10.471,10.499,20.97,-2580.42,2432.59,5013.01,14,1160,2,25,97.1477186311787,14.0900853362611,0.668911927233381,1095.77268060836,1098.24,20.2764842505439,1039.21,1137.14,0.0891699446386947,1.99313498098859,1.992,0.0111301748884398,40.2236692015209,24.9938292879092,0.0440479920317364,0,1,0.998087954110899,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
43,43,2,MAIN_CORNERING_PART_1,POS_TO_NEG,11.9270952380952,-11.8876666666667,23.8147619047619,1834.018,1839.268,5.25,526,10.491,-10.47,-10.47,10.491,20.961,-1176.28,1136.49,2312.77,14,470,2,25,97.3247718631179,14.11576473648,0.5912561649711,436.993288973384,437.535,19.9844816276018,383.67,489.06,0.240872158798725,1.99267300380228,1.994,0.0113034134460088,40.2193346007604,24.9911358918668,0.0452983151219551,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
44,44,2,MAIN_CORNERING_PART_1,POS_TO_NEG,11.9569047619048,-11.9205714285714,23.8774761904762,1867.826,1873.075,5.24900000000002,526,10.471,-10.495,-10.495,10.471,20.966,-2097.33,1941.44,4038.77,14,879.4,4,25,97.1127186311787,14.0850090154404,0.561256434655938,878.750209125475,879.08,16.8547000920894,825.72,915.23,0.101822359739728,3.99188403041825,3.992,0.0106436590428303,40.2243726235741,24.994266374109,0.0495338838483697,0,1,0.998095238095238,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
45,45,2,MAIN_CORNERING_PART_1,POS_TO_NEG,11.9334285714286,-11.913,23.8464285714286,1901.613,1906.863,5.25,526,10.492,-10.466,-10.466,10.492,20.958,-1638.55,1512.33,3150.88,14,670,4,25,97.195,14.0969429190319,0.542829535638865,668.832585551331,669.235,18.3060615557564,615.75,717.66,0.152278347665618,3.98862547528517,3.989,0.0115334064377957,40.2237452471483,24.9938765404713,0.0493138030154194,0,1,0.996168582375479,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
46,46,2,MAIN_CORNERING_PART_1,POS_TO_NEG,11.9733333333333,-11.8441428571429,23.8174761904762,1935.401,1940.65,5.24900000000002,526,10.461,-10.466,-10.466,10.461,20.927,-598.57,612.13,1210.7,14,220,4,25,97.2232509505703,14.1010403729915,0.5952800715382,217.75108365019,217.045,18.7669466924377,176.99,266.47,0.412264737727199,3.99256273764259,3.992,0.0117604202757582,40.2216349809886,24.9925652818717,0.0487792679683026,0,1,0.990458015267176,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
47,47,2,MAIN_CORNERING_PART_1,POS_TO_NEG,12.0225714285714,-11.9018571428571,23.9244285714286,1969.218,1974.468,5.25,526,10.458,-10.461,-10.461,10.458,20.919,-2522.39,2367.88,4890.27,14,1160,4,25,97.1294866920152,14.0874410170503,0.584329263681009,1106.31435361217,1106.045,17.1402923423548,1051.99,1143.3,0.0825554113982704,3.99210266159696,3.992,0.0107031331659974,40.2242395437262,24.9941836821253,0.0477702002645502,0,1,0.996175908221797,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
48,48,2,MAIN_CORNERING_PART_1,POS_TO_NEG,12.0016666666667,-11.8516666666667,23.8533333333333,2003.006,2008.255,5.24900000000002,526,10.486,-10.467,-10.467,10.486,20.953,-1131.88,1066.9,2198.78,14,470,4,25,97.266825095057,14.1073602683315,0.482544837114834,443.993117870722,444.72,19.7664941172919,390.48,496.41,0.238194819212089,3.98905703422053,3.989,0.0104673905397289,40.2273003802281,24.9960855977517,0.0484653344925445,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
49,49,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9857619047619,-11.9365714285714,23.9223333333333,112.61,117.87,5.26000000000001,527,10.494,-10.494,-10.494,10.494,20.988,-2661.4,2592.11,5253.51,8,1160,0,25,55.8498671726755,8.10033838745534,0.653014202650512,1084.29400379507,1075.96,40.4429230545209,1012.56,1171.02,0.147273132830217,-0.00198102466793169,-0.002,0.00985810066685999,40.2120303605313,24.9865972474072,0.0472660843171493,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
50,50,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9880952380952,-11.9350952380952,23.9231904761905,146.42,151.67,5.25,526,10.479,-10.48,-10.48,10.479,20.959,-2255.84,2219.58,4475.42,8,875.24,0,25,55.8659505703422,8.10267108706798,0.653863936209869,869.325475285171,864.22,26.72849802244,821.06,928.11,0.123868922265164,-0.000925855513307985,0,0.0105675251294682,40.2172623574144,24.9898482595483,0.0525367498528287,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
51,51,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9721428571429,-11.9200952380952,23.8922380952381,180.22,185.47,5.25,526,10.471,-10.484,-10.484,10.471,20.955,-1761.31,1744.77,3506.08,8,670,0,25,55.8583840304183,8.10157365323494,0.586492928428696,647.314600760456,645.215,17.9062429691121,600.48,686.72,0.133660872732345,-0.00234030418250951,-0.003,0.0108348718806085,40.2147338403042,24.9882771118569,0.0505119078396863,0,1,0.998091603053435,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
52,52,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9005714285714,-11.8627619047619,23.7633333333333,214,219.25,5.25,526,10.467,-10.494,-10.494,10.467,20.961,-753.31,706.98,1460.29,8,260,0,25,55.8902851711027,8.10620052251094,0.576805417754647,204.059125475285,204.88,15.9264713215941,158.35,244.13,0.418684107770402,-0.000361216730038022,0,0.0111745773390864,40.2116730038023,24.9863751962304,0.0523964331147693,0,1,0.998076923076923,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
53,53,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9890952380952,-11.9240952380952,23.9131904761905,247.82,253.07,5.25,526,10.461,-10.479,-10.479,10.461,20.94,-2685.17,2629.33,5314.5,8,1160,0,25,55.8477376425856,8.10002952522865,0.713227683936005,1087.07828897338,1077.76,44.3032963378589,1015.49,1178.08,0.150859189429929,0.00226996197718631,0.003,0.0100132926318911,40.2138783269962,24.9877455205327,0.0509507364856863,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
54,54,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9901904761905,-11.9456666666667,23.9358571428571,281.61,286.86,5.25,526,10.489,-10.474,-10.474,10.489,20.963,-1279.93,1241.91,2521.84,8,470,0,25,55.8238783269962,8.0965690240717,0.559127020602189,425.416711026616,425.31,14.335835684783,381.74,454.3,0.170604970492112,0.00246958174904943,0.004,0.0107845580352284,40.2152281368821,24.9885842535108,0.0512644427700351,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
55,55,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9258571428571,-11.9301904761905,23.8560476190476,315.41,320.66,5.25,526,10.489,-10.457,-10.457,10.489,20.946,-2232.25,2177.69,4409.94,8,871.915,2,25,55.8584980988593,8.10159019746358,0.6407152454177,868.869239543726,864.09,22.112689573693,827.37,922.23,0.109780231225914,1.9946102661597,1.994,0.010532408449094,40.2116539923954,24.9863633830899,0.0482545043861635,0,1,0.998087954110899,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
56,56,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9554285714286,-11.9502857142857,23.9057142857143,349.22,354.46,5.23999999999995,525,10.439,-10.468,-10.468,10.439,20.907,-1769.99,1712.18,3482.17,8,670,2,25,55.9124,8.10940800726457,0.562494742977979,659.33220952381,658.67,14.5934752123273,620.02,695.77,0.115004478722274,1.99247619047619,1.992,0.010805617034933,40.2158095238095,24.988945510599,0.0439504611909246,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
57,57,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9595714285714,-11.8358571428571,23.7954285714286,383,388.25,5.25,526,10.488,-10.478,-10.478,10.488,20.966,-740.6,692.95,1433.55,8,260,2,25,55.8792205323194,8.10459573233297,0.579178367818627,211.230608365019,211.585,17.3418790548486,164.74,253.57,0.41983127348347,1.99397718631179,1.994,0.0119109174598242,40.2154562737642,24.9887260111973,0.0503254265810529,0,1,0.996168582375479,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
58,58,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9277142857143,-12.052,23.9797142857143,416.81,422.06,5.25,526,10.499,-10.472,-10.472,10.499,20.971,-2655.26,2540.27,5195.53,8,1160,2,25,55.9281939163498,8.11169872116191,0.666131667551768,1092.90057034221,1082.205,38.6283172723475,1033.56,1178.01,0.133477483471246,1.99308745247148,1.994,0.0108401350533066,40.216216730038,24.9891985368187,0.0498372836677748,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
59,59,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.964380952381,-11.9182857142857,23.8826666666667,450.61,455.86,5.25,526,10.49,-10.485,-10.485,10.49,20.975,-1271.91,1188,2459.91,8,470,2,25,55.9060076045628,8.10848086869166,0.544481257659123,436.140285171103,438.305,14.7431459883163,383,467.79,0.193449766714959,1.99021482889734,1.989,0.010330972787331,40.2155133079848,24.9887614506189,0.0443065384155628,0,1,0.998087954110899,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
60,60,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.8955238095238,-11.9675238095238,23.8630476190476,484.41,489.65,5.23999999999995,525,10.464,-10.459,-10.459,10.464,20.923,-2178.52,2093.48,4272,8,670,4,25,55.8531238095238,8.10081072269643,0.624749227480409,876.663847619048,872.14,20.3631478911735,841.2,930.05,0.101875845621116,3.99254476190476,3.992,0.0105412854365601,40.2175047619047,24.9899988827154,0.0502974214751811,0,1,0.996175908221797,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
61,61,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9278095238095,-11.9943333333333,23.9221428571429,518.199,523.449,5.25,526,10.49,-10.463,-10.463,10.49,20.953,-1711.7,1619.37,3331.07,8,670,4,25,55.8904942965779,8.10623085359677,0.564148699551372,667.303783269962,667.615,13.3923508211497,637.34,702.14,0.0970619294054207,3.99197718631179,3.992,0.0111720506908762,40.2195627376426,24.9912776495532,0.0561630183298551,0,1,0.998073217726397,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
62,62,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.9707142857143,-11.8418095238095,23.8125238095238,551.998,557.248,5.25,526,10.49,-10.477,-10.477,10.49,20.967,-636.09,598.15,1234.24,8,260,4,25,55.9038212927757,8.10816377097608,0.52981833220997,216.718288973384,217.53,15.677842627344,176.4,253.89,0.356226727347952,3.99107414448669,3.991,0.0120884130562735,40.2239163498099,24.9939828587362,0.0574793100563631,0,1,0.99616122840691,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
63,63,4,MAIN_CORNERING_PART_2,POS_TO_NEG,11.982,-11.9903333333333,23.9723333333333,585.808,591.048,5.24000000000001,525,10.465,-10.453,-10.453,10.465,20.918,-2601.79,2459.35,5061.14,8,1160,4,25,55.7806857142857,8.09030446523736,0.647357743432912,1099.84666666667,1087.66,36.3601386751807,1048.06,1179.4,0.120754647592079,3.9926780952381,3.994,0.0102624526939838,40.2191047619047,24.990993076623,0.0481227604434831,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
64,64,4,MAIN_CORNERING_PART_2,POS_TO_NEG,12.0006666666667,-11.8447142857143,23.845380952381,619.597,624.857,5.25999999999999,527,10.497,-10.482,-10.482,10.497,20.979,-1190.87,1098.41,2289.28,8,470,4,25,55.8924098671727,8.1065086836223,0.549962735461913,443.380910815939,443.15,14.1064348342015,409.49,477.02,0.152386325172064,3.99266034155598,3.992,0.0113628539915677,40.2139089184061,24.9877645291535,0.0495214288617421,0,1,0.994274809160305,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
65,65,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9616666666667,-11.8915238095238,23.8531904761905,724.804,730.054,5.25,526,10.488,-10.493,-10.493,10.488,20.981,-2477.38,2431.88,4909.26,12,1160,0,25,83.3538783269962,12.0894579438819,0.700764328583513,1084.38159695817,1081.315,28.520891499409,1027.57,1141.75,0.105593652173511,-0.00174334600760456,-0.002,0.00999279280386635,40.2190494296578,24.9909586947587,0.0495911803761787,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
66,66,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,12.0109523809524,-11.9277142857143,23.9386666666667,758.603,763.853,5.25,526,10.484,-10.496,-10.496,10.484,20.98,-2018.47,1990.93,4009.4,12,877.76,0,25,83.3577376425856,12.0900176902841,0.608482590109242,869.575456273764,868.76,21.4336908645509,817.41,912.35,0.10928219531286,-0.00192585551330798,-0.002,0.010417577486886,40.2173954372623,24.989930951532,0.0490894567101142,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
67,67,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9764761904762,-11.8530476190476,23.8295238095238,792.403,797.652,5.24900000000002,526,10.467,-10.485,-10.485,10.467,20.952,-1596.5,1548.78,3145.28,12,670,0,25,83.4118821292776,12.0978706841447,0.546919749823222,647.729201520913,647.205,17.2124805696685,596.31,683.94,0.135397594270749,-0.0011787072243346,0,0.0101917988992002,40.2199049429658,24.9914902860829,0.0456048294674883,0,1,0.998095238095238,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
68,68,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9711904761905,-11.8543333333333,23.8255238095238,826.182,831.432,5.25,526,10.474,-10.463,-10.463,10.474,20.937,-664.95,613.66,1278.61,12,260,0,25,83.4512927756654,12.1035867151394,0.495766690351415,204.980760456274,206.385,14.6790221223426,161.61,240.06,0.380114833926884,-0.000785171102661597,0,0.0109765745662644,40.2169201520913,24.9896356230186,0.0506606007594678,0,1,0.994274809160305,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
69,69,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9504761904762,-11.893,23.8434761904762,860.001,865.261,5.25999999999999,527,10.482,-10.5,-10.5,10.482,20.982,-2438.16,2413.09,4851.25,12,1160,0,25,83.383605313093,12.093769478695,0.72417115320566,1083.97719165085,1080.24,27.8090422845267,1030.83,1141.46,0.102412426868103,-0.00174573055028463,-0.002,0.0107064111326675,40.2164326375712,24.98933269554,0.0580529022968126,0,1,0.998098859315589,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
70,70,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9342857142857,-11.8852857142857,23.8195714285714,893.79,899.04,5.25,526,10.48,-10.496,-10.496,10.48,20.976,-1167.35,1106.9,2274.25,12,470,0,25,83.4176615969582,12.0987089250624,0.590005042374351,427.872946768061,428.71,16.1587625252566,380.26,458.64,0.182827552424716,-0.00572243346007605,-0.006,0.01153772076899,40.2161787072243,24.9891749105377,0.049496882085949,0,1,0.998095238095238,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
71,71,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9501428571429,-11.912380952381,23.8625238095238,927.599,932.839,5.24000000000001,525,10.469,-10.454,-10.454,10.469,20.923,-2027.77,1954.53,3982.3,12,871.05,2,25,83.3376571428572,12.087105260031,0.693034617794297,866.578857142857,865.91,16.8768998542797,810.58,899.37,0.102539524892887,1.99308190476191,1.994,0.0110675819586195,40.2208571428571,24.9920819556646,0.0438446747859802,0,1,0.994274809160305,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
72,72,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9550476190476,-11.8315238095238,23.7865714285714,961.398,966.648,5.25,526,10.494,-10.489,-10.489,10.494,20.983,-1635.58,1531.84,3167.42,12,670,2,25,83.387927756654,12.0943963961305,0.621560924883786,658.880513307985,660.465,15.8112509165321,597.03,686.09,0.134844389937393,1.99198288973384,1.991,0.0109852581743599,40.2215209125475,24.9924944030285,0.0437608929560236,0,1,0.998091603053435,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
73,73,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9451428571429,-11.8526666666667,23.7978095238095,995.188,1000.427,5.23900000000003,525,10.466,-10.46,-10.46,10.466,20.926,-656.29,652.89,1309.18,12,260,2,25,83.4244952380952,12.0997000609134,0.48127809968147,210.585542857143,210.93,18.9623748779523,165.26,256.04,0.430379746835443,1.99283238095238,1.992,0.0127018999543382,40.2170476190476,24.9897148273132,0.0498686023374554,0,1,0.998076923076923,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
74,74,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,12.0135714285714,-11.9176190476191,23.9311904761905,1028.996,1034.246,5.25,526,10.487,-10.49,-10.49,10.487,20.977,-2471.64,2405.61,4877.25,12,1160,2,25,83.3438403041825,12.0880020517616,0.570010597371081,1095.14701520913,1093.17,23.2509168447542,1039.87,1146.01,0.0970937731551361,1.99428707224335,1.994,0.0107172892886974,40.2185741444867,24.9906633662453,0.0550468304241301,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
75,75,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9790476190476,-11.8788095238095,23.8578571428571,1062.784,1068.044,5.25999999999999,527,10.487,-10.493,-10.493,10.487,20.98,-1178.98,1107.07,2286.05,12,470,2,25,83.3973244781784,12.0957592753626,0.507061405589563,435.735654648956,437.35,17.9294985366028,376.98,477.91,0.230776266148394,1.99204364326376,1.992,0.0119920756633955,40.2185199240987,24.9906296752582,0.0495923599843317,0,1,0.998080614203455,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
76,76,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.95,-11.9618095238095,23.9118095238095,1096.582,1101.841,5.25899999999979,527,10.479,-10.49,-10.49,10.479,20.969,-2028.07,1891.97,3920.04,12,878.17,4,25,83.3999810246679,12.0961445748556,0.510537068682156,876.047741935484,876.94,14.7926194224736,827.08,906.37,0.0904166761694072,3.9917760910816,3.992,0.0106850503883498,40.2171157495256,24.9897571616296,0.048970696974081,0,1,0.996197718631179,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
77,77,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9180952380952,-11.8635714285714,23.7816666666667,1130.379,1135.629,5.25,526,10.483,-10.456,-10.456,10.483,20.939,-1593.49,1458.24,3051.73,12,670,4,25,83.4441254752852,12.1025471861066,0.605557669336812,666.684144486692,667.88,15.6295797807825,620.08,705.38,0.127717554051626,3.99177186311787,3.992,0.0114767361856305,40.2171292775665,24.9897655675645,0.0533588964176143,0,1,1,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
78,78,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9970952380952,-11.8149047619048,23.812,1164.177,1169.426,5.24900000000002,526,10.466,-10.491,-10.491,10.466,20.957,-614.3,594.6,1208.9,12,260,4,25,83.5594676806084,12.1192761586319,0.497722911918575,216.505076045627,216.87,18.5525109350246,170.36,263.38,0.428920551482455,3.99122243346008,3.991,0.0122255762575388,40.2166920152091,24.9894938653322,0.0511476686889264,0,1,0.998084291187739,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
79,79,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,11.9285714285714,-11.9035714285714,23.8321428571429,1197.984,1203.234,5.25,526,10.444,-10.485,-10.485,10.444,20.929,-2457.49,2366.55,4824.04,12,1160,4,25,83.4659695817491,12.1057154058909,0.666958206034514,1102.59737642585,1100.695,19.0977969200373,1051.02,1147.3,0.0874720063232775,3.99199809885932,3.992,0.0109305163123692,40.2213307984791,24.9923762716231,0.0438062496316429,0,1,0.994285714285714,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
80,80,4,RUN4_12PSI_OR_REPEAT,POS_TO_NEG,12.0072857142857,-11.8582857142857,23.8655714285714,1231.782,1237.021,5.23900000000003,525,10.442,-10.493,-10.493,10.442,20.935,-1121.98,1044.78,2166.76,12,470,4,25,83.4279047619048,12.1001945705335,0.548035518779298,443.339752380952,444.22,17.9602429825435,393.01,488.4,0.214735941650533,3.99210285714286,3.992,0.0109279777602274,40.2148,24.9883182215859,0.0447577022242761,0,1,0.994274809160305,1,1,1,1,1,1,1,1,1,1,1,PRIMARY_MODEL_FIT,NONE
81,81,4,SPEED_TEST_15MPH,POS_TO_NEG,12.0444761904762,-11.9815714285714,24.0260476190476,1337.004,1342.254,5.25,526,10.475,-10.481,-10.481,10.475,20.956,-2129.64,2027.88,4157.52,12,873.52,0,15,83.4499429657795,12.1033909417672,0.837255036856096,864.971216730038,862.385,22.5567702610987,814.13,908.64,0.109591423784041,-0.00122813688212928,-0.001,0.0103315166059646,24.1513878326996,15.0069766517908,0.0351943415941576,0,1,1,1,1,1,1,1,1,1,1,1,1,1,VALIDATION_SPEED_DATA,NONE
82,82,4,SPEED_TEST_15MPH,POS_TO_NEG,11.9981904761905,-11.9808095238095,23.979,1370.792,1376.041,5.24900000000002,526,10.483,-10.452,-10.452,10.483,20.935,-1660.62,1593.79,3254.41,12,670,0,15,83.4180228136882,12.0987613151198,0.553199083644587,649.339505703422,648.685,17.1608743850646,599.1,683.9,0.130726007230011,-0.00203992395437262,-0.002,0.009509309884024,24.1502851711027,15.0062914896397,0.0382885591350385,0,1,0.998095238095238,1,1,1,1,1,1,1,1,1,1,1,VALIDATION_SPEED_DATA,NONE
83,83,4,SPEED_TEST_15MPH,POS_TO_NEG,11.988380952381,-11.8635714285714,23.8519523809524,1404.569,1409.819,5.25,526,10.464,-10.494,-10.494,10.464,20.958,-651.88,629.83,1281.71,12,260,0,15,83.4132699619772,12.0980719722598,0.481457263425865,205.548288973384,206.1,14.0830828375633,165.15,237.64,0.351722464822901,-0.00113307984790874,0,0.010761543915668,24.1612927756654,15.0131312980105,0.0409627220204985,0,1,1,1,1,1,1,1,1,1,1,1,1,1,VALIDATION_SPEED_DATA,NONE
84,84,4,SPEED_TEST_15MPH,POS_TO_NEG,12.0850476190476,-12.0247142857143,24.1097619047619,1438.407,1443.656,5.24900000000002,526,10.475,-10.489,-10.489,10.475,20.964,-2578.27,2417.4,4995.67,12,1160,0,15,83.3087642585551,12.0829147014552,0.640181368301293,1083.61690114068,1080.975,29.5185749833126,1027.42,1144.23,0.108059853373112,-0.00247528517110266,-0.003,0.0102177416857453,24.1608365019011,15.0128477826376,0.0443284696042429,0,1,1,1,1,1,1,1,1,1,1,1,1,1,VALIDATION_SPEED_DATA,NONE
