SweepID,RunNumber,FileName,ET_s,SA_deg,FY_N,FZ_Raw_N,FZ_Load_N,IA_deg,P_kPa,V_kph,SL,SweepType,StructuralLegID,Stage2RegionID,LegType,FullSweepID,StructuralRole,Direction,QCPass,ModelRouting,SweepFZ_Mean_N,SweepFZ_Median_N,SweepPressure_Mean_psi,SweepIA_Mean_deg,SweepSpeed_Mean_mph
1,2,B1965run2.mat,282.31,8.883,-2586.69,-1098.19,1098.19,0.015,83.83,40.27,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.32,8.841,-2572.85,-1094.07,1094.07,-0,83.88,40.26,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.33,8.813,-2564.61,-1098.49,1098.49,-0,83.42,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.34,8.778,-2568.1,-1104.08,1104.08,-0.006,82.81,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.35,8.712,-2577.85,-1114.02,1114.02,-0,82.71,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.36,8.692,-2586.73,-1116.44,1116.44,-0.022,83.12,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.37,8.652,-2589.57,-1116.46,1116.46,0.001,83.52,40.25,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.38,8.614,-2589.55,-1113.84,1113.84,0.006,83.57,40.24,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.39,8.563,-2585.35,-1111.22,1111.22,0.006,83.17,40.24,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
1,2,B1965run2.mat,282.4,8.534,-2581.2,-1109.32,1109.32,0.009,82.61,40.23,-0,MAIN_CORNERING_PART_1,2,1,FULL_CENTRAL_SWEEP_RAW,1,FULL_CENTRAL_SWEEP,POS_TO_NEG,1,PRIMARY_MODEL_FIT,1085.10939163498,1081.305,12.0921849842358,-0.00104372623574144,24.9889504608675
