StructuralLegID,Stage2RegionID,RunNumber,Stage2SweepType,LegType,SampleCount,StartTime_s,EndTime_s,Duration_s,SA_Start_deg,SA_End_deg,SA_Min_deg,SA_Max_deg,SA_Range_deg,FZ_Mean_N,FZ_Median_N,P_Mean_kPa,IA_Mean_deg,V_Mean_kph
235,79,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,295,1194.604,1197.544,2.94000000000005,1.014,12.059,1.014,12.162,11.148,1075.66016949153,1073.86,83.5439322033898,3.99112542372881,40.2025762711864
236,79,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,1197.544,1203.804,6.25999999999999,12.059,-12.046,-12.146,12.059,24.205,1103.87920255183,1103.5,83.4720733652312,3.99197767145136,40.2220255183413
237,79,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,282,1203.804,1206.614,2.80999999999995,-12.046,-1.01,-12.046,-1.01,11.036,1125.37028368794,1124.685,83.0617021276596,3.99192907801419,40.2252836879433
238,80,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,293,1228.372,1231.292,2.91999999999985,1.024,12.147,1.024,12.153,11.129,427.302730375427,426.26,83.481023890785,3.99099317406143,40.2104778156997
239,80,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,628,1231.292,1237.561,6.26900000000001,12.147,-11.987,-12.029,12.147,24.176,442.67525477707,443.46,83.4561305732484,3.9919474522293,40.2171815286624
240,80,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,282,1237.561,1240.371,2.81000000000017,-11.987,-1.009,-11.987,-1.009,10.978,441.478191489362,442.005,83.3607092198582,3.99243262411348,40.2199645390071
241,81,4,SPEED_TEST_15MPH,ENTRY_PARTIAL_LEG,297,1333.624,1336.584,2.96000000000004,1.055,12.072,1.055,12.296,11.241,875.028653198653,874.43,83.403367003367,-0.00215824915824916,24.1542760942761
242,81,4,SPEED_TEST_15MPH,FULL_CENTRAL_SWEEP_RAW,626,1336.584,1342.834,6.25,12.072,-11.99,-12.248,12.072,24.32,865.743993610224,862.94,83.4666134185304,-0.00147444089456869,24.1513099041534
243,81,4,SPEED_TEST_15MPH,EXIT_PARTIAL_LEG,280,1342.834,1345.623,2.78899999999999,-11.99,-1.002,-11.99,-1.002,10.988,886.599464285714,887.125,83.2681071428572,-0.00216071428571429,24.1664285714286
244,82,4,SPEED_TEST_15MPH,ENTRY_PARTIAL_LEG,299,1367.402,1370.382,2.98000000000002,1.012,12.05,1.012,12.27,11.258,661.044080267558,658.64,83.5237123745819,-0.00187625418060201,24.1507023411371
245,82,4,SPEED_TEST_15MPH,FULL_CENTRAL_SWEEP_RAW,625,1370.382,1376.621,6.23900000000003,12.05,-12.009,-12.214,12.05,24.264,650.455776,649.85,83.412064,-0.0024128,24.1524
246,82,4,SPEED_TEST_15MPH,EXIT_PARTIAL_LEG,280,1376.621,1379.411,2.78999999999996,-12.009,-1.012,-12.009,-1.012,10.997,664.00475,663.635,83.3469642857143,-0.00170714285714286,24.1603214285715
247,83,4,SPEED_TEST_15MPH,ENTRY_PARTIAL_LEG,295,1401.169,1404.109,2.93999999999983,1.011,12.128,1.011,12.173,11.162,218.464169491525,216.34,83.3662372881356,-0.00383050847457627,24.1426440677966
248,83,4,SPEED_TEST_15MPH,FULL_CENTRAL_SWEEP_RAW,627,1404.109,1410.369,6.25999999999999,12.128,-12.028,-12.085,12.128,24.213,205.469776714514,205.75,83.4435725677831,-0.00117384370015949,24.1602232854864
249,83,4,SPEED_TEST_15MPH,EXIT_PARTIAL_LEG,281,1410.369,1413.169,2.80000000000018,-12.028,-1.036,-12.028,-1.036,10.992,201.98871886121,200.15,83.5236298932384,-0.000629893238434163,24.1693238434164
250,84,4,SPEED_TEST_15MPH,ENTRY_PARTIAL_LEG,296,1435.017,1437.967,2.95000000000005,1.03,12.117,1.03,12.31,11.28,1087.20702702703,1087.215,83.7177364864865,0.000412162162162162,24.1437837837838
251,84,4,SPEED_TEST_15MPH,FULL_CENTRAL_SWEEP_RAW,626,1437.967,1444.216,6.2489999999998,12.117,-12.049,-12.258,12.117,24.375,1084.43514376997,1082.3,83.3694249201278,-0.00256389776357828,24.1567891373802
252,84,4,SPEED_TEST_15MPH,EXIT_PARTIAL_LEG,281,1444.216,1447.016,2.80000000000018,-12.049,-1.001,-12.049,-1.001,11.048,1113.17466192171,1114.26,83.2043416370107,-0.00244483985765125,24.1795017793594
253,85,4,SPEED_TEST_15MPH,ENTRY_PARTIAL_LEG,294,1468.785,1471.714,2.92899999999986,1.014,12.146,1.014,12.221,11.207,438.518299319728,434.765,83.4921768707483,0.000836734693877551,24.1561224489796
254,85,4,SPEED_TEST_15MPH,FULL_CENTRAL_SWEEP_RAW,629,1471.714,1477.994,6.27999999999997,12.146,-12.015,-12.157,12.146,24.303,427.960683624801,429.11,83.4142766295708,0.000952305246422894,24.1527027027027
255,85,4,SPEED_TEST_15MPH,EXIT_PARTIAL_LEG,281,1477.994,1480.794,2.80000000000018,-12.015,-1.011,-12.015,-1.011,11.004,434.914128113879,433.94,83.447153024911,0.001644128113879,24.1545195729537
256,86,4,SPEED_TEST_45MPH,ENTRY_PARTIAL_LEG,293,1513.551,1516.471,2.92000000000007,1.008,12.051,1.008,12.066,11.058,867.25204778157,865.49,83.5755972696246,0.000139931740614334,72.3168259385666
257,86,4,SPEED_TEST_45MPH,FULL_CENTRAL_SWEEP_RAW,626,1516.471,1522.721,6.25,12.051,-12.045,-12.046,12.054,24.1,859.804552715655,860.295,83.1851757188499,0.00154952076677316,72.326661341853
258,86,4,SPEED_TEST_45MPH,EXIT_PARTIAL_LEG,285,1522.721,1525.56,2.83899999999994,-12.045,-1.008,-12.045,-1.008,11.037,875.088105263158,875.48,83.0118596491228,0.00092280701754386,72.3333333333333
259,87,4,SPEED_TEST_45MPH,ENTRY_PARTIAL_LEG,293,1547.349,1550.269,2.92000000000007,1.006,12.081,1.006,12.083,11.077,659.358122866894,658.08,83.2781911262799,0.00157337883959044,72.3136177474402
260,87,4,SPEED_TEST_45MPH,FULL_CENTRAL_SWEEP_RAW,625,1550.269,1556.508,6.23900000000003,12.081,-11.812,-11.812,12.081,23.893,649.380288,649.95,83.30192,0.0016112,72.32552
261,87,4,SPEED_TEST_45MPH,EXIT_PARTIAL_LEG,285,1556.508,1559.348,2.83999999999992,-11.812,-1.021,-12.039,-1.021,11.018,659.592631578947,659.29,83.3745614035088,0.000971929824561403,72.3332280701754
262,88,4,SPEED_TEST_45MPH,ENTRY_PARTIAL_LEG,292,1581.136,1584.046,2.91000000000008,1.009,12.056,1.009,12.056,11.047,221.132294520548,218.95,83.5768150684932,0.00139383561643836,72.3187328767123
263,88,4,SPEED_TEST_45MPH,FULL_CENTRAL_SWEEP_RAW,627,1584.046,1590.306,6.25999999999999,12.056,-11.84,-11.84,12.064,23.904,209.121100478469,209.11,83.4214354066986,0.000244019138755981,72.3251515151515
264,88,4,SPEED_TEST_45MPH,EXIT_PARTIAL_LEG,284,1590.306,1593.135,2.82899999999995,-11.84,-1.038,-12.001,-1.038,10.963,208.018802816901,207.995,83.3794718309859,0.000785211267605634,72.325985915493
265,89,4,SPEED_TEST_45MPH,ENTRY_PARTIAL_LEG,292,1614.954,1617.864,2.91000000000008,1.052,11.869,1.052,11.869,10.817,1091.57852739726,1091.605,83.5667123287671,-0.00160958904109589,72.3121575342466
266,89,4,SPEED_TEST_45MPH,FULL_CENTRAL_SWEEP_RAW,625,1617.864,1624.103,6.23900000000003,11.869,-12.02,-12.02,12.065,24.085,1087.626128,1088.99,83.377152,-0.0021312,72.328912
267,89,4,SPEED_TEST_45MPH,EXIT_PARTIAL_LEG,285,1624.103,1626.943,2.83999999999992,-12.02,-1.048,-12.027,-1.048,10.979,1106.88101754386,1106.61,83.2859649122807,-0.00270175438596491,72.3317543859649
268,90,4,SPEED_TEST_45MPH,ENTRY_PARTIAL_LEG,293,1648.741,1651.661,2.92000000000007,1.006,12.071,1.006,12.071,11.065,440.693651877133,438.54,83.5048122866894,0.00331058020477816,72.3215358361775
269,90,4,SPEED_TEST_45MPH,FULL_CENTRAL_SWEEP_RAW,626,1651.661,1657.911,6.25,12.071,-12.041,-12.045,12.071,24.116,428.148562300319,427.865,83.3658466453674,0.0021741214057508,72.3256709265175
270,90,4,SPEED_TEST_45MPH,EXIT_PARTIAL_LEG,285,1657.911,1660.751,2.83999999999992,-12.041,-1.009,-12.041,-1.009,11.032,432.807157894737,432.46,83.4559649122807,0.00221052631578947,72.3365964912281
