StructuralLegID,Stage2RegionID,RunNumber,Stage2SweepType,LegType,SampleCount,StartTime_s,EndTime_s,Duration_s,SA_Start_deg,SA_End_deg,SA_Min_deg,SA_Max_deg,SA_Range_deg,FZ_Mean_N,FZ_Median_N,P_Mean_kPa,IA_Mean_deg,V_Mean_kph
117,39,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,282,1704.647,1707.457,2.81000000000017,-12.054,-1.012,-12.054,-1.012,11.042,889.10695035461,888.595,97.0823758865248,1.99152482269504,40.2270567375887
118,40,2,MAIN_CORNERING_PART_1,ENTRY_PARTIAL_LEG,295,1729.246,1732.185,2.93899999999985,1.027,12.1,1.027,12.167,11.14,653.525186440678,651.83,97.2840677966101,1.99476610169491,40.213186440678
119,40,2,MAIN_CORNERING_PART_1,FULL_CENTRAL_SWEEP_RAW,625,1732.185,1738.425,6.24000000000001,12.1,-12.046,-12.084,12.1,24.184,660.324448,660.98,97.297136,1.9933488,40.228592
120,40,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,283,1738.425,1741.245,2.81999999999994,-12.046,-1.026,-12.046,-1.026,11.02,671.511307420495,671.02,97.0799293286219,1.99213427561837,40.2323674911661
121,41,2,MAIN_CORNERING_PART_1,ENTRY_PARTIAL_LEG,293,1763.023,1765.943,2.92000000000007,1.017,11.891,1.017,11.891,10.874,212.23976109215,212.59,97.1567576791809,1.99480887372014,40.2225255972696
122,41,2,MAIN_CORNERING_PART_1,FULL_CENTRAL_SWEEP_RAW,626,1765.943,1772.193,6.25,11.891,-12.01,-12.01,12.098,24.108,211.397875399361,211.085,97.2473003194888,1.99549041533546,40.2206389776358
123,41,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,284,1772.193,1775.022,2.82899999999995,-12.01,-1.019,-12.01,-1.019,10.991,210.182887323944,209.595,97.2092253521127,1.99541901408451,40.2277464788732
124,42,2,MAIN_CORNERING_PART_1,ENTRY_PARTIAL_LEG,295,1796.861,1799.801,2.93999999999983,1.055,12.059,1.055,12.192,11.137,1084.67084745763,1085.21,97.5208474576271,1.99375593220339,40.2078983050848
125,42,2,MAIN_CORNERING_PART_1,FULL_CENTRAL_SWEEP_RAW,626,1799.801,1806.05,6.24900000000002,12.059,-12.055,-12.151,12.059,24.21,1097.56015974441,1099.835,97.1495846645368,1.99308466453674,40.2220127795527
126,42,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,281,1806.05,1808.85,2.79999999999995,-12.055,-1.022,-12.055,-1.022,11.033,1118.1456227758,1117.42,96.9938434163701,1.99191814946619,40.2350177935943
127,43,2,MAIN_CORNERING_PART_1,ENTRY_PARTIAL_LEG,293,1830.628,1833.548,2.92000000000007,1.012,12.126,1.012,12.126,11.114,433.133037542662,432.98,97.137133105802,1.99220819112628,40.2153924914676
128,43,2,MAIN_CORNERING_PART_1,FULL_CENTRAL_SWEEP_RAW,628,1833.548,1839.818,6.26999999999998,12.126,-12.014,-12.069,12.126,24.195,437.173407643312,437.535,97.2970859872611,1.99273407643312,40.2193630573248
129,43,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,282,1839.818,1842.627,2.80899999999997,-12.014,-1.01,-12.014,-1.01,11.004,438.223581560284,437.66,97.2829078014184,1.99375531914894,40.2286524822695
130,44,2,MAIN_CORNERING_PART_1,ENTRY_PARTIAL_LEG,294,1864.446,1867.376,2.93000000000006,1.036,12.103,1.036,12.169,11.133,855.264013605442,856.715,97.0589455782313,3.99152040816327,40.2114285714286
131,44,2,MAIN_CORNERING_PART_1,FULL_CENTRAL_SWEEP_RAW,627,1867.376,1873.635,6.25900000000001,12.103,-12.028,-12.112,12.103,24.215,879.467687400319,880.04,97.1194736842105,3.99195534290271,40.2237958532695
132,44,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,282,1873.635,1876.445,2.80999999999995,-12.028,-1.005,-12.028,-1.005,11.023,893.360531914894,893.025,97.120390070922,3.99363475177305,40.2278014184397
133,45,2,MAIN_CORNERING_PART_1,ENTRY_PARTIAL_LEG,293,1898.233,1901.153,2.92000000000007,1.02,12.134,1.02,12.148,11.128,650.721467576792,649.49,97.3799658703072,3.98891126279864,40.2227986348123
134,45,2,MAIN_CORNERING_PART_1,FULL_CENTRAL_SWEEP_RAW,628,1901.153,1907.423,6.26999999999998,12.134,-12.011,-12.087,12.134,24.221,669.287468152866,669.72,97.1838057324841,3.98878503184714,40.2202229299363
135,45,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,282,1907.423,1910.233,2.80999999999995,-12.011,-1.005,-12.011,-1.005,11.006,676.607872340426,675.945,97.1433687943262,3.98943617021277,40.228475177305
136,46,2,MAIN_CORNERING_PART_1,ENTRY_PARTIAL_LEG,293,1932.001,1934.921,2.92000000000007,1.016,12.087,1.016,12.11,11.094,213.707133105802,214.11,97.1615358361774,3.99321501706485,40.2194539249147
137,46,2,MAIN_CORNERING_PART_1,FULL_CENTRAL_SWEEP_RAW,626,1934.921,1941.17,6.24900000000002,12.087,-11.992,-11.992,12.119,24.111,217.228690095847,216.48,97.2130990415335,3.99221405750799,40.2235782747604
138,46,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,284,1941.17,1944,2.82999999999993,-11.992,-1.022,-11.992,-1.022,10.97,214.256725352113,213.005,97.0719366197183,3.99377112676056,40.2383802816901
139,47,2,MAIN_CORNERING_PART_1,ENTRY_PARTIAL_LEG,295,1965.839,1968.778,2.93900000000008,1.03,12.079,1.03,12.179,11.149,1080.11484745763,1079.97,97.3431864406779,3.99173220338983,40.2036610169492
140,47,2,MAIN_CORNERING_PART_1,FULL_CENTRAL_SWEEP_RAW,627,1968.778,1975.038,6.25999999999999,12.079,-12.036,-12.131,12.079,24.21,1107.5329984051,1107.51,97.145629984051,3.99193620414673,40.2218660287081
141,47,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,281,1975.038,1977.838,2.79999999999995,-12.036,-1.022,-12.036,-1.022,11.014,1128.37647686833,1127.97,97.0418505338078,3.99264768683274,40.2298576512456
142,48,2,MAIN_CORNERING_PART_1,ENTRY_PARTIAL_LEG,294,1999.606,2002.536,2.93000000000006,1.039,12.145,1.033,12.145,11.112,429.078333333333,428.465,97.1750340136054,3.98978911564626,40.2165986394558
143,48,2,MAIN_CORNERING_PART_1,FULL_CENTRAL_SWEEP_RAW,627,2002.536,2008.795,6.25900000000001,12.145,-12.016,-12.029,12.145,24.174,443.644609250399,444.57,97.2446889952153,3.98919298245614,40.2241626794258
144,48,2,MAIN_CORNERING_PART_1,EXIT_PARTIAL_LEG,282,2008.795,2011.605,2.80999999999995,-12.016,-1.019,-12.016,-1.019,10.997,443.334042553191,442.35,97.183475177305,3.99045390070922,40.2244680851064
145,49,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,296,109.22,112.17,2.95,1.001,12.128,1.001,12.199,11.198,1071.96304054054,1071.85,55.8304391891892,-0.0015472972972973,40.2014189189189
146,49,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,628,112.17,118.44,6.27,12.128,-12.019,-12.158,12.128,24.286,1084.68170382166,1079.505,55.8832324840764,-0.00187738853503185,40.2116560509554
147,49,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,281,118.44,121.24,2.8,-12.019,-1,-12.019,-1,11.019,1119.86334519573,1117.39,55.7047330960854,-0.0018932384341637,40.2270462633452
148,50,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,296,143.03,145.98,2.94999999999999,1.018,12.095,1.018,12.206,11.188,869.47625,868.89,56.0168243243243,0.000807432432432432,40.2040202702703
149,50,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,627,145.98,152.24,6.26000000000002,12.095,-12.015,-12.163,12.095,24.258,870.611754385965,867.73,55.7984848484848,-0.00111323763955343,40.2161084529505
150,50,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,280,152.24,155.03,2.78999999999999,-12.015,-1.046,-12.015,-1.046,10.969,893.745678571428,892.655,55.8873214285714,-0.0008,40.23225
151,51,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,297,176.82,179.78,2.96000000000001,1.011,12.091,1.011,12.199,11.188,654.229090909091,654.8,55.9337710437711,0.00154545454545455,40.2056565656566
152,51,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,626,179.78,186.03,6.25,12.091,-12.04,-12.145,12.095,24.24,648.839137380192,646.99,55.876214057508,-0.00250319488817891,40.2143769968051
153,51,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,281,186.03,188.83,2.80000000000001,-12.04,-1.032,-12.04,-1.032,11.008,661.377829181495,660.91,55.8746975088968,-0.00219217081850534,40.2248042704626
154,52,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,293,210.61,213.53,2.91999999999999,1.016,11.84,1.016,11.84,10.824,218.712354948805,216.92,55.9035836177475,-0.00139249146757679,40.2097610921502
155,52,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,626,213.53,219.78,6.25,11.84,-12.065,-12.067,12.102,24.169,204.123674121406,204.945,55.8952555910543,-0.000333865814696485,40.2128434504792
156,52,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,284,219.78,222.61,2.83000000000001,-12.065,-1.029,-12.065,-1.029,11.036,200.879330985915,202.105,55.7978873239437,-0.000964788732394367,40.2077816901409
157,53,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,296,244.43,247.38,2.94999999999999,1.044,12.109,1.044,12.203,11.159,1069.90287162162,1067.655,55.9548310810811,0.00140202702702703,40.2033783783784
158,53,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,627,247.38,253.64,6.25999999999999,12.109,-12.027,-12.178,12.109,24.287,1087.42141945774,1082.56,55.8397448165869,0.0019377990430622,40.2139553429027
159,53,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,282,253.64,256.45,2.81,-12.027,-1,-12.027,-1,11.027,1125.55021276596,1124.49,55.7159929078014,0.00221276595744681,40.2274468085106
160,54,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,295,278.23,281.17,2.94,1.027,12.121,1.027,12.184,11.157,435.110576271186,435.48,55.8988474576271,0.00182372881355932,40.2085084745763
161,54,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,626,281.17,287.42,6.25,12.121,-12.037,-12.118,12.121,24.239,426.331821086262,426.24,55.8366293929713,0.00288498402555911,40.2131309904153
162,54,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,281,287.42,290.22,2.80000000000001,-12.037,-1.027,-12.037,-1.027,11.01,432.605978647687,433.5,55.8765480427046,0.00270462633451957,40.2186476868327
163,55,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,294,312.04,314.97,2.93000000000001,1.032,12.111,1.032,12.182,11.15,847.810952380952,847.435,55.8829931972789,1.99477210884354,40.2138775510204
164,55,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,629,314.97,321.25,6.27999999999997,12.111,-12.023,-12.201,12.111,24.312,869.944848966614,867.54,55.8786963434022,1.99445627980922,40.2105882352941
165,55,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,281,321.25,324.05,2.80000000000001,-12.023,-1.014,-12.023,-1.014,11.009,894.279964412811,893.2,55.7975444839858,1.99459074733096,40.2191459074733
166,56,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,294,345.84,348.77,2.93000000000001,1.046,12.109,1.046,12.184,11.138,645.330170068027,644.115,55.9283333333333,1.99245918367347,40.2092857142857
167,56,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,628,348.77,355.04,6.27000000000004,12.109,-12.024,-12.175,12.109,24.284,660.358630573248,659.8,55.9353184713376,1.99200955414013,40.2139968152866
168,56,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,280,355.04,357.83,2.78999999999996,-12.024,-1.044,-12.024,-1.044,10.98,672.704571428571,673.445,55.8496428571429,1.99077142857143,40.2224642857143
169,57,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,293,379.61,382.53,2.91999999999996,1.048,12.129,1.048,12.136,11.088,208.41747440273,207.89,55.8884982935154,1.99381228668942,40.2090102389079
170,57,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,627,382.53,388.79,6.26000000000005,12.129,-12.009,-12.033,12.129,24.162,210.960303030303,211.23,55.8482137161084,1.99401116427432,40.2160606060606
171,57,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,282,388.79,391.6,2.81,-12.009,-1.026,-12.009,-1.026,10.983,208.471382978723,208.5,55.9861347517731,1.99207092198582,40.2171985815603
172,58,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,295,413.44,416.38,2.94,1.041,12.078,1.041,12.176,11.135,1066.56549152542,1064.22,55.9525084745763,1.99223728813559,40.2056271186441
173,58,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,626,416.38,422.63,6.25,12.078,-12.094,-12.206,12.078,24.284,1093.21899361022,1087.62,55.9597124600639,1.99346325878594,40.2156709265175
174,58,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,282,422.63,425.44,2.81,-12.094,-1.063,-12.094,-1.063,11.031,1139.81482269504,1144.75,55.7231560283688,1.9913865248227,40.2201418439716
175,59,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,296,447.22,450.17,2.94999999999999,1.025,12.095,1.025,12.182,11.157,426.977027027027,424.965,55.8149662162162,1.99101689189189,40.2107094594595
176,59,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,626,450.17,456.42,6.25,12.095,-12.03,-12.11,12.095,24.205,436.063977635783,438.025,55.8731309904154,1.9902124600639,40.213338658147
177,59,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,281,456.42,459.22,2.80000000000001,-12.03,-1.046,-12.03,-1.046,10.984,438.727971530249,439.54,55.8638790035587,1.99018861209964,40.2174377224199
178,60,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,294,481.05,483.98,2.93000000000001,1.037,12.047,1.037,12.147,11.11,840.074863945578,841.16,56.0206802721088,3.99254081632653,40.2071768707483
179,60,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,627,483.98,490.24,6.25999999999999,12.047,-12.062,-12.216,12.047,24.263,876.973668261563,874.21,55.8375119617225,3.99225518341308,40.2165390749601
180,60,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,282,490.24,493.05,2.81,-12.062,-1.035,-12.062,-1.035,11.027,903.858014184397,902.19,55.7568439716312,3.99169858156028,40.2154964539007
181,61,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,294,514.839,517.769,2.92999999999995,1.06,12.071,1.06,12.14,11.08,637.946020408163,638.26,55.9303401360544,3.99157482993197,40.21
182,61,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,627,517.769,524.029,6.25999999999999,12.071,-12.065,-12.169,12.073,24.242,666.992248803828,667.66,55.888947368421,3.99196650717704,40.2187081339713
183,61,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,282,524.029,526.839,2.81000000000006,-12.065,-1.004,-12.065,-1.004,11.061,678.269858156028,678.985,55.7102127659575,3.99063120567376,40.2168794326241
184,62,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,295,548.579,551.518,2.93900000000008,1.005,11.949,1.005,11.949,10.944,204.908745762712,206.22,55.9660677966102,3.99058644067797,40.2150508474576
185,62,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,626,551.518,557.768,6.25,11.949,-11.969,-11.982,12.126,24.108,215.942651757188,216.485,55.9070127795527,3.99156230031949,40.2195047923323
186,62,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,283,557.768,560.588,2.81999999999994,-11.969,-1.014,-11.969,-1.014,10.955,210.257561837456,210.68,55.7821908127208,3.99245229681979,40.2227208480566
187,63,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,295,582.438,585.378,2.94000000000005,1.001,12.046,1.001,12.169,11.168,1067.04244067797,1065.18,56.0456271186441,3.99219322033898,40.1995254237288
188,63,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,627,585.378,591.638,6.25999999999999,12.046,-12.078,-12.207,12.046,24.253,1099.64515151515,1093.47,55.7925358851675,3.99277671451356,40.2179266347687
189,63,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,282,591.638,594.447,2.80899999999997,-12.078,-1.018,-12.078,-1.018,11.06,1151.98067375887,1159.415,55.7989007092199,3.99172695035461,40.2310992907801
190,64,4,MAIN_CORNERING_PART_2,ENTRY_PARTIAL_LEG,294,616.207,619.137,2.92999999999995,1.017,12.154,1.017,12.157,11.14,421.466224489796,420.94,55.9744557823129,3.9918537414966,40.2148639455782
191,64,4,MAIN_CORNERING_PART_2,FULL_CENTRAL_SWEEP_RAW,628,619.137,625.407,6.2700000000001,12.154,-12.024,-12.078,12.154,24.232,442.458455414013,441.9,55.8856528662421,3.99258121019108,40.2147133757962
192,64,4,MAIN_CORNERING_PART_2,EXIT_PARTIAL_LEG,282,625.407,628.217,2.80999999999995,-12.024,-1.013,-12.024,-1.013,11.011,441.569716312057,441.975,55.8360638297872,3.99190425531915,40.2193971631206
193,65,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,295,721.424,724.364,2.94000000000005,1,12.081,1,12.176,11.176,1091.46010169492,1090.72,83.8297288135593,-0.00179661016949153,40.2009152542373
194,65,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,724.364,730.624,6.25999999999999,12.081,-12.025,-12.157,12.081,24.238,1086.59444976077,1085.57,83.3877990430622,-0.00158054226475279,40.2172089314194
195,65,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,281,730.624,733.424,2.79999999999995,-12.025,-1.043,-12.025,-1.043,10.982,1113.28316725979,1110.06,83.223487544484,-0.00169395017793594,40.2267615658363
196,66,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,294,755.223,758.153,2.93000000000006,1.03,12.128,1.03,12.183,11.153,878.589795918367,878.425,83.6428231292517,-0.00303061224489796,40.2046258503401
197,66,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,758.153,764.413,6.25999999999999,12.128,-12.042,-12.116,12.128,24.244,871.406236044657,870.4,83.3899362041467,-0.00210845295055821,40.2162679425837
198,66,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,282,764.413,767.223,2.80999999999995,-12.042,-1.022,-12.042,-1.022,11.02,890.464113475177,890.3,83.3499645390071,-0.00214893617021277,40.222304964539
199,67,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,295,789.013,791.953,2.93999999999994,1.018,12.112,1.018,12.163,11.145,658.854677966102,658.78,83.3869152542373,-0.00152203389830508,40.2093220338983
200,67,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,791.953,798.212,6.25900000000001,12.112,-12.006,-12.094,12.112,24.206,649.287990430622,648.64,83.4531259968102,-0.00125996810207337,40.2205263157895
201,67,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,281,798.212,801.012,2.79999999999995,-12.006,-1.042,-12.006,-1.042,10.964,661.004306049822,661.53,83.4013167259786,-0.00214946619217082,40.2339501779359
202,68,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,292,822.802,825.712,2.90999999999997,1.04,12.092,1.04,12.108,11.068,216.617602739726,216.545,83.5406164383562,0.000541095890410959,40.2113356164383
203,68,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,825.712,831.972,6.25999999999999,12.092,-12.012,-12.034,12.108,24.142,205.080526315789,206.69,83.428692185008,-0.000811802232854864,40.217033492823
204,68,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,283,831.972,834.792,2.82000000000005,-12.012,-1.026,-12.012,-1.026,10.986,202.066113074205,202.65,83.4793639575972,-0.000720848056537103,40.2197526501767
205,69,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,296,856.611,859.561,2.95000000000005,1.012,12.099,1.012,12.175,11.163,1089.01415540541,1088.525,83.6489864864865,-0.00156081081081081,40.2015540540541
206,69,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,859.561,865.821,6.25999999999999,12.099,-12.02,-12.126,12.099,24.225,1086.12035087719,1083.89,83.3933173843701,-0.00170334928229665,40.2141786283891
207,69,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,280,865.821,868.611,2.78999999999996,-12.02,-1.048,-12.02,-1.048,10.972,1111.647,1110.625,83.1737857142857,-0.00276428571428571,40.22825
208,70,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,294,890.41,893.34,2.93000000000006,1.023,12.087,1.023,12.136,11.113,440.401530612245,438.77,83.4543197278912,-0.0064795918367347,40.218231292517
209,70,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,626,893.34,899.59,6.25,12.087,-12.033,-12.087,12.087,24.174,428.873546325879,429.59,83.43803514377,-0.00561182108626198,40.2172044728434
210,70,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,283,899.59,902.41,2.81999999999994,-12.033,-1.007,-12.033,-1.007,11.026,434.226431095406,435.46,83.3437809187279,-0.00453710247349823,40.2195759717314
211,71,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,294,924.219,927.149,2.92999999999995,1.047,12.12,1.047,12.175,11.128,855.948265306122,856.16,83.6549319727891,1.99477551020408,40.207925170068
212,71,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,927.149,933.409,6.25999999999999,12.12,-12.053,-12.122,12.12,24.242,868.035438596491,868.5,83.3736204146731,1.99338118022329,40.2175119617225
213,71,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,282,933.409,936.219,2.81000000000006,-12.053,-1.021,-12.053,-1.021,11.032,885.711170212766,886.295,83.2395390070922,1.99445390070922,40.2296453900709
214,72,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,295,957.998,960.938,2.93999999999994,1.007,12.13,1.007,12.176,11.169,650.859898305085,649.51,83.5610847457627,1.99289491525424,40.2189491525424
215,72,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,960.938,967.198,6.25999999999999,12.13,-12.028,-12.083,12.13,24.213,659.714114832536,661.04,83.4345135566188,1.99205901116428,40.2253110047847
216,72,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,282,967.198,970.008,2.81000000000006,-12.028,-1.021,-12.028,-1.021,11.007,670.537163120567,670.945,83.2983687943263,1.99068439716312,40.2265602836879
217,73,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,293,991.788,994.708,2.91999999999996,1.045,11.899,1.045,11.899,10.854,210.986689419795,211.13,83.5946075085324,1.99288054607509,40.2123208191126
218,73,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,994.708,1000.967,6.25900000000001,11.899,-11.999,-12.014,12.125,24.139,210.461578947368,210.93,83.4252472089314,1.99278628389155,40.2150717703349
219,73,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,283,1000.967,1003.787,2.82000000000005,-11.999,-1.039,-11.999,-1.036,10.963,208.902438162544,209.46,83.4434628975265,1.99178091872792,40.216925795053
220,74,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,295,1025.617,1028.556,2.93900000000008,1.035,12.082,1.035,12.167,11.132,1083.8693220339,1083.09,83.7689152542373,1.9934779661017,40.2020338983051
221,74,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,1028.556,1034.816,6.25999999999999,12.082,-12.029,-12.157,12.082,24.239,1096.77775119617,1095.82,83.3701594896332,1.99417224880383,40.2159489633174
222,74,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,281,1034.816,1037.616,2.79999999999995,-12.029,-1.015,-12.029,-1.015,11.014,1120.13288256228,1118.89,83.1733451957296,1.99239857651246,40.2227046263345
223,75,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,294,1059.394,1062.324,2.93000000000006,1.042,12.106,1.042,12.156,11.114,430.730850340136,429.585,83.4744217687075,1.9933537414966,40.2078571428571
224,75,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,1062.324,1068.583,6.25900000000001,12.106,-12.035,-12.052,12.113,24.165,435.798803827751,437.24,83.4190111642743,1.99184051036683,40.2175598086124
225,75,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,281,1068.583,1071.383,2.79999999999995,-12.035,-1.032,-12.035,-1.032,11.003,440.181779359431,440.71,83.3046619217082,1.99177935943061,40.22871886121
226,76,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,295,1093.202,1096.141,2.93900000000008,1.022,12.081,1.022,12.155,11.133,849.327830508475,849.01,83.6048474576271,3.99163728813559,40.2012542372881
227,76,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,627,1096.141,1102.401,6.25999999999999,12.081,-12.048,-12.129,12.084,24.213,876.766507177033,877.85,83.4361722488038,3.99191068580542,40.2151515151515
228,76,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,282,1102.401,1105.211,2.80999999999995,-12.048,-1.021,-12.048,-1.021,11.027,892.819184397163,893.335,83.1932978723404,3.99160638297872,40.2256028368794
229,77,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,294,1126.989,1129.919,2.93000000000006,1.011,12.123,1.011,12.123,11.112,646.389523809524,645.865,83.5252380952381,3.9903537414966,40.2102380952381
230,77,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,628,1129.919,1136.189,6.26999999999998,12.123,-12.018,-12.081,12.123,24.204,666.881417197452,668.165,83.4409076433121,3.99162898089172,40.2167515923567
231,77,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,281,1136.189,1138.988,2.79899999999998,-12.018,-1.03,-12.018,-1.03,10.988,675.060854092527,675.58,83.3154092526691,3.99118861209964,40.223024911032
232,78,4,RUN4_12PSI_OR_REPEAT,ENTRY_PARTIAL_LEG,294,1160.757,1163.687,2.92999999999984,1.012,12.113,1.012,12.132,11.12,210.029421768707,210.885,83.3910884353741,3.99178911564626,40.2155442176871
233,78,4,RUN4_12PSI_OR_REPEAT,FULL_CENTRAL_SWEEP_RAW,626,1163.687,1169.936,6.24900000000002,12.113,-11.78,-11.78,12.137,23.917,216.06857827476,216.26,83.5497603833866,3.99152396166134,40.2173801916933
234,78,4,RUN4_12PSI_OR_REPEAT,EXIT_PARTIAL_LEG,284,1169.936,1172.766,2.83000000000015,-11.78,-1.016,-11.957,-1.016,10.941,211.573697183099,211.945,83.2716901408451,3.99244718309859,40.2169366197183
