ReferencePressure_psi,ReferenceCamber_deg,ReferenceFz_N,Calpha_Local_0_0p5_N_per_deg,Calpha_Local_0_1p0_N_per_deg,Calpha_Broad_0p25_2p0_N_per_deg,Calpha_Local_R2,Mu_at_8deg,Mu_at_10deg,Mu_at_12deg
12.1,0,871.5,555.075495803826,551.461356662422,517.0905805191,0.993077490595213,2.29028501075312,2.30044849646033,2.27957973224877
