Pressure_Target_psi,ConditionID,FZ_Mean_N,Pressure_Mean_psi,IA_Mean_deg,Speed_Mean_mph,MuY_Mean,PeakFY_Mean_N,CorneringStiffness_Mean_N_per_deg
8.1,4,869.325475285171,8.10267108706798,-0.000925855513307985,24.9898482595483,2.59493143147565,2255.84,498.449432419173
10.1,19,873.196520912547,10.0929004317477,-0.00454752851711027,24.9919864379854,2.60675569071349,2276.21,554.665602864297
12.1,34,871.529246163447,12.0886543166089,-0.00314129587809612,24.9899560684656,2.42731693153479,2115.685,519.497564584185
14.1,49,870.213346007605,14.1004447807605,-0.00432699619771863,24.9930023680716,2.43794238474189,2121.53,510.913475608055
