Dataset,R2,RMSE_N,MAE_N
CANONICAL_PRIMARY,-2.96891537459419,2856.58614705417,2482.13171566707
AUDIT_DATABASE,0.997155759996019,79.2838920342234,58.7398645964581
REFERENCE_SUBSET,0.995966322833302,108.034410294166,84.1147824683891
