SweepID,ConditionID,RunNumber,FZ_Mean_N,Pressure_Mean_psi,IA_Mean_deg,Speed_Mean_mph,PositivePeakFY_N,NegativePeakFY_N,SymmetryRatio
1,35,2,1085.10939163498,12.0921849842358,-0.00104372623574144,24.9889504608675,2646.83,2596.24,0.980886569972382
2,34,2,873.483036053131,12.0872909429336,-0.00435673624288425,24.9899811853991,2212.9,2141.8,0.96787021555425
3,33,2,652.245038022814,12.1028229232506,-0.00404942965779468,24.9872139292086,1725.3,1653.49,0.958378253057439
4,31,2,207.469505703422,12.0956565148785,-0.000231939163498099,24.9867414035871,667.44,638.84,0.957149706340645
5,35,2,1089.35992395437,12.0908669606876,0.000444866920152091,24.9891867236782,2653.82,2608.62,0.982967948089923
6,32,2,428.583041825095,12.0944818746452,0.00344486692015209,24.9880881016083,1201,1157.14,0.963480432972523
7,39,2,872.61030418251,12.1077475886421,1.99527376425856,24.9880762884678,2200.28,2121.06,0.963995491482902
8,38,2,662.924771863118,12.0998890800386,1.9933288973384,24.990084522359,1724.84,1660.86,0.962906704389972
9,36,2,215.959372623574,12.1100251774514,1.99018060836502,24.9892221630998,662.5,692.11,0.957217783300342
10,40,2,1098.99950570342,12.0976914550011,1.99088212927757,24.9898364464077,2652.68,2604.85,0.981969178340395
11,37,2,437.53935483871,12.084461743799,1.99456356736243,24.9888374851022,1211.36,1188.67,0.981268986923788
12,44,2,881.589562737643,12.0680221383088,3.99253422053232,24.9898600726888,2164.54,2096.17,0.96841361213006
13,43,2,671.097699619772,12.1131658235213,3.99236882129278,24.9899782040942,1693.3,1647.25,0.972804582767377
14,41,2,220.477433460076,12.1069700098961,3.9923422053232,24.9883479907001,610.4,641.43,0.951623715760099
15,45,2,1107.41812144212,12.092696144393,3.98928842504744,24.989945813225,2618.07,2549.54,0.973824229298682
16,42,2,446.044961977186,12.1022438752482,3.99236882129278,24.9908878159155,1172.61,1155.91,0.985758265749056
17,20,2,1091.03701520913,10.082720216392,-0.00451520912547529,24.9905570479805,2778.44,2751.68,0.990368696102849
18,19,2,873.196520912547,10.0929004317477,-0.00454752851711027,24.9919864379854,2276.21,2252.16,0.989434191045642
19,18,2,650.806235741445,10.1020383606993,-0.00430038022813688,24.989293041943,1797.26,1727.98,0.961452433148237
20,16,2,205.723060836502,10.1026284381874,-0.000574144486692015,24.9898836989699,681.54,656.71,0.963567802330017
21,20,2,1087.35954372624,10.0793948264356,-0.000889733840304183,24.9928842366662,2734.48,2690.91,0.984066440420116
22,17,2,428.514440227704,10.0915771759956,-0.00406831119544592,24.9946738938338,1261.88,1188.14,0.941563381621073
23,24,2,871.928003802281,10.104751614196,1.99530038022814,24.9913367152559,2265.81,2180.22,0.962225429316668
24,23,2,661.507870722433,10.1047157683673,1.99404942965779,24.9957075772545,1794.8,1689.93,0.941570091375084
25,21,2,214.336863117871,10.1022313767,1.99503041825095,24.9912422101316,686.63,672.28,0.97910082577225
26,25,2,1097.78279467681,10.0972791375941,1.9901825095057,24.9889150214459,2712.87,2637.01,0.972036994032151
27,22,2,437.653307984791,10.1082314169531,1.99025475285171,24.9895883704565,1252.03,1189.39,0.949969249938101
28,29,2,880.65660341556,10.1030673573057,3.99273624288425,24.9942140555701,2210.84,2112.51,0.955523692352228
29,28,2,669.600872865275,10.1213470661107,3.98990891840607,24.9953931280412,1692.15,1627.9,0.96203055284697
30,26,2,219.886723809524,10.1125145339229,3.99217333333333,24.9947449750599,621.66,605.94,0.974712865553518
31,30,2,1104.84355513308,10.0951476894712,3.98971673003803,24.99296692865,2654.96,2561.62,0.964843161478892
32,27,2,446.741064638783,10.1082010858672,3.9926349809886,24.9925180293096,1174.39,1127.92,0.960430521377055
33,50,2,1088.04711026616,14.088191022082,-0.00476235741444867,24.9895765573159,2594.34,2496.28,0.96220233277057
34,49,2,870.213346007605,14.1004447807605,-0.00432699619771863,24.9930023680716,2121.53,2025.24,0.954612944431613
35,48,2,649.047104761905,14.1059449279539,-0.00469333333333334,24.9946502899259,1640.51,1551.49,0.945736386855307
36,46,2,209.329410646388,14.0842066203515,-5.13307984790875e-05,24.992636160715,649.78,604.9,0.930930468774047
37,50,2,1083.93721062619,14.1017137523974,-0.00178937381404175,24.9943437535419,2568.77,2454.14,0.955375529922881
38,47,2,428.457186311787,14.0901046378612,-0.00126996197718631,24.9947152734495,1147.93,1069.87,0.931999337938724
39,54,2,870.626254752852,14.1026892811125,1.99393536121673,24.9933567622877,2120.83,1990.05,0.938335463002692
40,53,2,659.623840304183,14.1131810794409,1.99303422053232,24.9970897146974,1662.49,1544.84,0.929232657038539
41,51,2,211.675817490494,14.1027278843126,1.99573384030418,24.994089177001,629.46,645.44,0.975241695587506
42,55,2,1095.77268060836,14.0900853362611,1.99313498098859,24.9938292879092,2580.42,2432.59,0.942710876523977
43,52,2,436.993288973384,14.11576473648,1.99267300380228,24.9911358918668,1176.28,1136.49,0.966173020029245
44,59,2,878.750209125475,14.0850090154404,3.99188403041825,24.9942663741091,2097.33,1941.44,0.925672164132492
45,58,2,668.832585551331,14.0969429190319,3.98862547528517,24.9938765404713,1638.55,1512.33,0.922968478227701
46,56,2,217.75108365019,14.1010403729915,3.99256273764259,24.9925652818718,598.57,612.13,0.977847842778495
47,60,2,1106.31435361217,14.0874410170503,3.99210266159696,24.9941836821253,2522.39,2367.88,0.938744603332554
48,57,2,443.993117870722,14.1073602683315,3.98905703422053,24.9960855977517,1131.88,1066.9,0.942591087394423
49,5,4,1084.29400379507,8.10033838745533,-0.00198102466793169,24.9865972474072,2661.4,2592.11,0.973964830540317
50,4,4,869.325475285171,8.10267108706798,-0.000925855513307985,24.9898482595483,2255.84,2219.58,0.983926164976239
51,3,4,647.314600760456,8.10157365323494,-0.00234030418250951,24.9882771118569,1761.31,1744.77,0.990609262423991
52,1,4,204.059125475285,8.10620052251093,-0.000361216730038022,24.9863751962305,753.31,706.98,0.938498095073741
53,5,4,1087.07828897338,8.10002952522865,0.00226996197718631,24.9877455205327,2685.17,2629.33,0.979204296189813
54,2,4,425.416711026616,8.09656902407169,0.00246958174904943,24.9885842535108,1279.93,1241.91,0.970295250521513
55,9,4,868.869239543726,8.10159019746358,1.9946102661597,24.9863633830899,2232.25,2177.69,0.975558293201926
56,8,4,659.33220952381,8.10940800726457,1.99247619047619,24.9889455105991,1769.99,1712.18,0.967338798524286
57,6,4,211.230608365019,8.10459573233297,1.99397718631179,24.9887260111973,740.6,692.95,0.935660275452336
58,10,4,1092.90057034221,8.11169872116191,1.99308745247148,24.9891985368187,2655.26,2540.27,0.956693506473942
59,7,4,436.140285171103,8.10848086869165,1.99021482889734,24.9887614506189,1271.91,1188,0.934028351062575
60,14,4,876.663847619048,8.10081072269643,3.99254476190476,24.9899988827154,2178.52,2093.48,0.960964324403724
61,13,4,667.303783269962,8.10623085359677,3.99197718631179,24.9912776495532,1711.7,1619.37,0.9460594730385
62,11,4,216.718288973384,8.10816377097607,3.99107414448669,24.9939828587362,636.09,598.15,0.94035435237152
63,15,4,1099.84666666667,8.09030446523735,3.9926780952381,24.990993076623,2601.79,2459.35,0.945253075767068
64,12,4,443.380910815939,8.1065086836223,3.99266034155598,24.9877645291535,1190.87,1098.41,0.922359283549002
65,35,4,1084.38159695817,12.0894579438819,-0.00174334600760456,24.9909586947587,2477.38,2431.88,0.981633822828956
66,34,4,869.575456273764,12.0900176902841,-0.00192585551330798,24.989930951532,2018.47,1990.93,0.986356002318588
67,33,4,647.729201520913,12.0978706841447,-0.0011787072243346,24.9914902860829,1596.5,1548.78,0.970109614782336
68,31,4,204.980760456274,12.1035867151394,-0.000785171102661597,24.9896356230186,664.95,613.66,0.922866380930897
69,35,4,1083.97719165085,12.093769478695,-0.00174573055028463,24.98933269554,2438.16,2413.09,0.989717655937264
70,32,4,427.872946768061,12.0987089250624,-0.00572243346007605,24.9891749105377,1167.35,1106.9,0.948216044887994
71,39,4,866.578857142857,12.087105260031,1.99308190476191,24.9920819556646,2027.77,1954.53,0.963881505298924
72,38,4,658.880513307985,12.0943963961305,1.99198288973384,24.9924944030285,1635.58,1531.84,0.936572958828061
73,36,4,210.585542857143,12.0997000609134,1.99283238095238,24.9897148273133,656.29,652.89,0.994819363391184
74,40,4,1095.14701520913,12.0880020517616,1.99428707224335,24.9906633662453,2471.64,2405.61,0.97328494440938
75,37,4,435.735654648956,12.0957592753626,1.99204364326376,24.9906296752582,1178.98,1107.07,0.939006598924494
76,44,4,876.047741935484,12.0961445748556,3.9917760910816,24.9897571616296,2028.07,1891.97,0.932891862706909
77,43,4,666.684144486692,12.1025471861066,3.99177186311787,24.9897655675645,1593.49,1458.24,0.915123408367796
78,41,4,216.505076045627,12.1192761586319,3.99122243346008,24.9894938653322,614.3,594.6,0.967930978349341
79,45,4,1102.59737642585,12.1057154058909,3.99199809885932,24.9923762716232,2457.49,2366.55,0.962994762949188
80,42,4,443.339752380952,12.1001945705335,3.99210285714286,24.988318221586,1121.98,1044.78,0.931193069395176
