Parameter,Value
PCY1,1.77269277844169
PDY1,2.44468488671249
PDY2,-0.536222846545396
PDY3,11.8640254759311
PEY1,0.76473505181457
PEY2,-0.999999999999962
PKY1,38.0161294461456
PKY2,1.41157173599834
PKY3,19.9999999999999
PHY1,-0.00175741139330899
PHY2,-0.00385574592467018
PHY3,-0.119245971018025
PVY1,0.0680669503495176
PVY2,0.0501696793564739
PVY3,0.193546586521998
PVY4,-0.683947518203744
P_MU_1,-0.0198458644467115
P_MU_2,-0.000869607499243776
P_K_1,-0.0174292781284872
